SG_SG,SG_PL,PL_SG,PL_PL,sent
-52.032009979248045,-54.71080165100098,-56.607018966674815,-53.16154062652588,listener
-57.97531276702881,-61.56884420776368,-60.94621611785889,-57.5334199295044,litigant
-59.69853923797607,-59.85867030334472,-67.88055096435546,-64.29834226226806,logician
-56.169116088867185,-58.15747792053223,-60.95771762084961,-57.24710782623291,logistician
-50.36999433898926,-51.269250885009775,-56.85870114135742,-54.93492279815674,loner
-51.25663150024414,-54.19942035675049,-59.29587934112549,-56.39363005828857,looker
-55.105605880737315,-56.27309773254394,-58.84056775665283,-56.45050260925293,lord
-50.07883279418945,-53.90381198883057,-62.597934921264645,-58.22883554840088,loser
-54.51395602416992,-56.09153229522706,-60.687320137023924,-58.94163735961914,lot
-57.73426050567627,-60.370441818237296,-51.63159993743896,-49.84099881744385,lout
-51.34276870727539,-51.94253211975098,-54.45657604217529,-50.236184463500976,lover
-51.811077529907216,-51.31485175323486,-60.00671263885498,-55.79650852203369,lunatic
-51.78011140441895,-52.42765968322754,-56.7343159866333,-53.03556656646729,machine
-49.51744239807129,-50.77378322601319,-56.85246973419189,-53.12471949005127,magician
-68.48577609252929,-67.72912591552735,-61.48667587280274,-58.04764142608643,mailer
-56.15459368896485,-58.27242997741699,-61.94944744110107,-59.735497970581065,maker
-52.39450668334961,-50.7531929473877,-55.725083618164064,-51.87785668182373,male
-47.148107345581046,-49.66833029174805,-51.07442003631592,-47.331105773925785,man
-60.74022665405274,-62.37990322875977,-69.24251642608642,-64.60665866088867,manipulator
-68.15133026123047,-66.99322973632812,-60.57006732940674,-56.30956216430664,marcher
-54.02283656311035,-56.07824125671386,-54.40922030639649,-52.13379956054688,mascot
-53.02269383239746,-51.725689628601074,-55.55150241088867,-52.14567362976074,master
-57.640120346069345,-58.928823181152346,-62.37028826141358,-60.5401764755249,mastermind
-56.85760292816162,-56.40407238006592,-50.49180067443848,-48.59654421234131,matador
-52.751303062438964,-56.019700538635256,-56.68832002258301,-52.688138664245606,mate
-60.122155303955076,-59.10694716644287,-58.573400352478025,-54.55637714385986,materialist
-57.76571485137939,-57.91740626525879,-60.32977745056152,-57.858783485412594,mathematician
-57.22235090637207,-57.20936574554443,-56.23174449920654,-53.023634132385254,mentor
-56.06598600006104,-55.181492393493656,-61.456591232299814,-58.10042070770264,mercenary
-52.93583070373535,-53.340459190368655,-56.06589147949219,-52.10246742248536,messenger
-63.08830666351319,-63.3283048324585,-63.72546008300781,-60.5826121673584,metallurgist
-56.68008125305176,-58.851257705688475,-59.774489334106455,-57.65064320373535,microorganism
-55.96881776428223,-55.72539234924317,-55.39081591796875,-51.71272531890869,midget
-54.538536094665524,-55.49219605255127,-57.46713592529297,-53.07856191253662,migrant
-59.882738052368154,-59.074416679382324,-62.89789916229248,-58.46250838470459,militarist
-61.461645751953135,-60.06716782379151,-56.62560752868652,-54.61279513549805,millenarian
-55.71613380432129,-55.68754474639893,-66.14391570281983,-62.354795379638674,millionaire
-55.01246063232422,-55.632028076171885,-61.29497497558594,-58.3229896774292,mineralogist
-54.747114349365226,-55.06981671142578,-54.16367105102539,-52.33981591796875,minor
-58.303252967834474,-57.5470230178833,-64.14539989471436,-59.19285652923584,misfit
-52.99128852081299,-52.41362606048584,-53.949045989990225,-49.438575729370115,missionary
-51.62151258850098,-52.34856122589111,-55.87339887237549,-53.64059310913086,model
-67.19372013854979,-68.3695849761963,-70.27384071350097,-67.72541590881346,modeler
-52.51714086914063,-51.02636686706543,-59.242187393188466,-56.40330704498291,moderationist
-60.74162331390381,-61.91467571258545,-62.93611406707764,-59.23083397674561,modifier
-62.342440933227536,-63.638001014709474,-60.23970436096192,-57.553618934631345,mogul
-51.75102946472168,-53.63896338653564,-56.70872200012207,-54.15153577423096,moneymaker
-67.78695693969726,-66.97564511871337,-57.410627464294436,-54.431590408325185,monolingual
-50.30202551269532,-52.632629386901854,-54.315557540893565,-51.16387326812744,monster
-56.34103263092041,-58.4610358505249,-67.49732402801514,-63.02247393798828,moron
-53.11685038757325,-51.873428382873534,-59.656750328063964,-55.48539893341064,mortal
-60.976877662658694,-63.00762614440918,-62.79074044036865,-57.88678067779541,motorcyclist
-60.009226440429686,-60.141634880065915,-60.922170539855955,-57.20884940338135,mountaineer
-54.056100227355955,-56.820078125,-56.48478092956543,-52.24484497833252,mourner
-45.473375564575186,-47.93447658538818,-54.515346588134776,-51.797345970153806,mouse
-63.17167841339111,-64.83345271301269,-62.15726983642578,-59.15084816741943,mover
-47.35833555603028,-50.18476749420166,-54.91092419433594,-51.2153480834961,murderer
-58.07951097869873,-60.96204791259765,-62.63637006378174,-58.24248903656006,musher
-57.60243272399902,-56.773601051330566,-59.548068420410154,-55.23222646331787,mutant
-52.28833349609375,-50.732699661254884,-52.81940682220459,-49.77773558044434,mute
-55.61954203796387,-55.460488998413076,-64.72611255645752,-60.78077829742432,namesake
-53.37658206176758,-52.27134691619873,-64.71064176177978,-60.605775871276855,national
-52.64693285369873,-52.1020266494751,-59.5401987915039,-55.512760864257814,nationalist
-52.16821689605713,-51.718025390625,-54.95237071228027,-51.460755844116214,native
-52.19954517364502,-51.26491820526123,-57.79567205810547,-54.54541220855713,natural
-54.16179243469238,-52.41605997467041,-55.03001942443848,-54.400502838134756,naturist
-53.474293045043936,-56.60026854705811,-64.63292231750488,-61.35334971618652,navigator
-52.65353382110596,-54.05575609588623,-56.80886045837402,-54.89602954864502,nazi
-60.00256301879883,-62.26883060455322,-62.4774896774292,-59.05237616729736,negotiator
-50.829306900024406,-52.176534111022946,-56.38147678375244,-52.176785232543935,neighbor
-56.06114300537109,-56.80186952972412,-53.62108143615722,-49.447659866333005,neighbour
-56.85195896911621,-58.356815628051756,-65.03412998199462,-60.82854317474365,nerd
-60.93089441680908,-62.30928428649902,-56.516091049194344,-52.04409369659424,nestling
-61.64895546722412,-63.56383464050293,-65.74232033538819,-61.08314726257324,newsman
-57.77117095184326,-59.57601424407959,-59.96558290100098,-56.29478727722168,nigga
-55.363221168518066,-54.52460441589356,-56.52022156524658,-53.36019524383545,nihilist
-53.120111129760744,-56.43205826568604,-55.92046806335449,-51.760556854248044,nobody
-58.30411705780029,-57.122485412597655,-69.56284748840332,-65.25973034667969,nonconformist
-59.00004192352295,-60.12978598785401,-61.330664360046384,-56.54844101715088,novice
-62.80080396270752,-59.91689678955078,-57.24628635406494,-54.602451095581046,nudist
-63.23822655487061,-63.89255019378662,-66.08873484802245,-63.028724655151365,numismatist
-64.53248539733887,-65.09126216125489,-54.86831907653809,-52.15185816955567,oaf
-57.96758186340332,-59.11568844604492,-66.0556452178955,-61.97258934783935,objector
-51.666636108398436,-54.37910599517822,-59.54271801757813,-55.7369211730957,observer
