ss,pp,sent,s_freq,p_freq,freq
4.844660073425429,4.443264287407397,courier,460,52,512
4.5372596713262165,4.436950695247798,cousin,2123,509,2632
5.084806816005479,4.508891124547679,coward,412,47,459
4.741778470892999,4.1635068706646585,cowboy,511,523,1034
4.4512103805885666,4.449661648741175,crab,499,351,850
4.524062813423759,4.482444706313933,craftsman,132,259,391
5.019817507251037,4.410136476312308,crawler,42,21,63
4.782232875769587,4.183105222170736,creator,2950,871,3821
5.507585637037691,4.754409132307199,creature,1566,1534,3100
5.069756387968667,4.25075336679526,creditor,49,282,331
4.873417915821335,4.408392606597948,creeper,61,18,79
4.235554669509732,4.013918794999755,crusader,424,719,1143
4.365440996025326,4.331916375386728,cultist,4,22,26
5.21739664641939,4.8180045748839255,dancer,921,1857,2778
4.335910485502357,4.474126538438062,darling,422,8,430
4.907521480489477,4.380311587031745,debater,31,12,43
5.104479898117596,4.195216983212619,debtor,50,156,206
4.662713942703567,4.465480427758433,decoder,16,4,20
4.825712094730919,4.47325220722931,defender,1208,1711,2919
4.359293478784677,4.5254030211844185,deist,23,23,46
4.812249439730548,4.48699643027077,democrat,1048,2107,3155
5.23757400392442,5.048649424704342,demon,1286,830,2116
4.82633266415421,4.442410289242302,denier,26,74,100
3.9756597338921082,4.149975582988139,descendant,584,1249,1833
4.584954816903112,4.7436451760474885,descendent,53,64,117
4.911793057355245,4.332536067790301,deserter,44,163,207
4.64847911042666,4.520863004571158,designer,3003,1167,4170
4.692118271696295,4.252101668490862,destroyer,2451,2839,5290
4.39308863706402,3.9319035061545,developer,1287,2254,3541
4.8309343806031375,4.098069128512526,devotee,164,289,453
5.132051856490973,4.227219550901067,dictator,558,69,627
4.897245521013291,3.7298505362664134,director,16935,2898,19833
4.980551928787094,4.3622814843256865,disciple,228,397,625
4.748270894649194,4.195164734622001,discoverer,126,90,216
4.62949949102121,4.364484263742222,dissenter,42,264,306
4.60192115774632,3.7856229056715662,distributor,538,299,837
5.060099952277772,4.648107033541898,diver,402,582,984
4.5976463484043215,4.138530894450653,divider,38,18,56
4.570062324301555,4.160695799503037,doer,8,11,19
5.052534127156807,4.539557798983747,doubter,3,20,23
4.970454325008589,4.541510354233907,drawer,85,25,110
5.040820022985493,4.516182251019462,dreamer,189,102,291
4.853669499742024,4.642457927132124,dresser,116,15,131
5.328660679165129,4.332021370505137,driver,3170,2734,5904
4.259564076873605,4.385322639961402,dropout,122,15,137
4.593567730103143,3.8270973580089223,dupe,16,5,21
4.92219091068465,4.6410049887454115,dwarf,1530,191,1721
4.891662885110097,4.613551262522607,dweller,49,146,195
4.992164772040541,4.628513622630075,elder,2150,349,2499
4.860924228786125,4.072661868614185,emir,290,77,367
4.798319469245765,4.425490189451409,employee,1165,3109,4274
4.835130672218046,3.8315626148272646,employer,701,562,1263
4.5044984265098105,4.367815440635177,enemy,7687,3948,11635
5.03480359949509,4.714519357623139,engine,7650,4212,11862
4.845072665205251,4.004369716719205,engineer,4249,2635,6884
4.67051097169222,4.503671278230204,enrollee,3,7,10
4.890017419426817,4.364820393513405,entertainer,392,198,590
3.4955339715412865,4.0407014334649265,equal,3697,361,4058
3.9840286642525395,4.117471870368705,ewe,73,102,175
4.672862734997015,4.003834693132978,exchanger,18,24,42
4.996994573859354,4.2210258635442965,executioner,139,52,191
5.134728724699803,4.516337969486049,experimenter,47,34,81
4.041521778286398,4.398844994187616,expert,1548,1285,2833
4.742704454769706,4.090277058647766,explorer,919,491,1410
4.98828964714891,4.447614736556712,face,10404,2002,12406
4.3685767650445975,4.3270032988247245,failure,5572,776,6348
3.805595534660423,3.991349956019448,family,35185,5277,40462
4.550443682357821,4.556722694111823,fan,5086,10304,15390
4.9116869029710415,4.2451743236742185,farmer,1513,1784,3297
5.023657161419489,4.076812452269152,father,22373,728,23101
3.80959468184923,3.9043534502205404,fauna,657,37,694
3.627438886813545,3.5980958319312837,favorite,3764,451,4215
3.6977662305860903,4.438534681511156,federalist,332,206,538
4.562409264664886,3.7912587614915036,fella,49,20,69
4.847253321590042,4.602830064078747,fellow,6041,492,6533
4.736983543373082,4.982869440077801,female,12596,4552,17148
5.083519588773667,4.582158429394708,fencer,41,8,49
4.84920079344438,3.973594939826187,fiddler,69,31,100
4.861998388553108,4.452931595936764,fighter,5058,3343,8401
5.239666761027802,4.635729122864516,figure,7057,6255,13312
4.7148189480991665,4.114188286165321,finder,123,40,163
4.671393203768558,4.123121786277824,finisher,218,162,380
4.353902747237493,4.744337800435078,flake,50,80,130
4.620374973340468,3.9467264419453745,flatmate,20,10,30
4.964606338157456,4.6490016540076695,flier,38,84,122
4.27915259727504,3.9580596297701103,flora,883,18,901
4.849967099700864,4.456911983824401,flyer,226,597,823
4.821007588379846,4.507741334834449,foe,270,292,562
4.650462260608412,4.567907445655694,follower,240,1792,2032
5.144539077012345,4.484866902113923,fool,558,220,778
5.0236228061096035,4.363608010230623,foreigner,132,542,674
3.9784174133117673,4.110609677181692,forerunner,415,132,547
4.594609960514239,4.402054167941063,fox,8099,510,8609
4.855631455472478,4.356814008863724,freelancer,63,18,81
4.9573413075899495,4.097240244704713,friend,9824,10015,19839
4.647150434037421,4.186545560970931,frogman,5,19,24
5.010357462440856,4.339867015301049,fucker,9,5,14
4.841078675869737,4.336211453722072,fugitive,346,141,487
3.7863239716020285,4.170716133315057,fuller,916,7,923
4.91940036403132,4.454660363606919,gambler,183,79,262
5.109835212605242,4.568789524377383,gatekeeper,94,14,108
4.481991165887008,4.499829175340254,gatherer,53,118,171
3.0055168666337693,4.142373936478517,gay,4156,174,4330
4.6023234450900805,4.449562712703976,geek,285,60,345
4.828823416767268,4.5240351821039635,genius,1206,75,1281
5.16014335546468,4.214962209647384,geologist,232,183,415
4.5931269104805565,4.435138619176115,giant,4076,3129,7205
5.299322638589066,4.861494940252149,girl,8590,5439,14029
5.041627116696166,4.141848421739191,girlfriend,1844,135,1979
4.6911505601421535,4.214998956493236,giver,51,9,60
4.610460638727604,4.354834262824875,goat,456,327,783
4.9365526957432575,4.40522243536047,goon,52,38,90
3.42266062885958,4.343807037230743,great,31055,109,31164
3.870968936619356,4.610673536768063,grownup,5,8,13
4.7616596935330975,4.429912020919446,grunt,86,103,189
4.557593922684706,4.538205256520072,guardian,3158,442,3600
3.912595573256244,4.281323757437292,guerrilla,627,350,977
4.4591149081389165,3.9705143218993886,guide,4317,735,5052
4.49107809616566,4.536612979858672,gull,180,169,349
4.846580825241842,3.8158594309011917,guru,332,97,429
4.210230888507143,4.296891623458986,gutter,56,40,96
4.956213002096076,4.4743803585568305,hacker,216,83,299
4.5310025030533225,4.175841331795461,hanger,51,35,86
4.8714248967164,4.4073656237505325,hater,31,58,89
4.7286404830984665,4.3218249615342295,head,21431,4830,26261
4.838225945831358,4.370911109662032,headman,34,23,57
5.20150044968614,4.759125390935678,healer,107,29,136
5.17645787816714,4.685895325835064,hearer,7,14,21
3.7495857947802467,4.009535214532667,heathen,173,82,255
3.8792880954532833,4.1136441839471765,heavyweight,1820,25,1845
4.912219888889515,4.488927890417298,helper,298,120,418
4.927087437805133,4.231427481546,hero,5235,1872,7107
4.179503318348802,4.313951026514065,heterosexual,280,24,304
4.593654543712669,4.5900376982831315,hobbyist,20,52,72
4.9082274139734015,4.187724022682799,holder,707,609,1316
4.93674457793413,4.268583675662006,holidaymaker,3,14,17
3.7140852422026214,4.190047198488246,homosexual,727,287,1014
4.161332823061137,4.334495013184874,honey,1016,3,1019
4.271614617980381,4.600228001281701,hopeful,260,26,286
4.261382183660652,3.967403834546449,host,4855,2168,7023
4.396335320941699,4.168039496449131,householder,118,43,161
4.824001451745463,4.319572099929603,hugger,10,3,13
4.892876656557677,4.252208071329122,hulk,695,25,720
3.8885102596595456,3.9131022936624316,humanist,232,24,256
3.4009547165666696,4.017576034995978,humanitarian,705,6,711
4.709749127457107,4.367541338941528,humorist,48,13,61
4.8675807754776255,4.355410235617164,hunter,2405,1345,3750
4.676929781175524,4.246771897384653,husbandman,24,12,36
4.042226162639979,4.599915895383456,hybrid,1404,491,1895
4.20954787526078,4.546114348621762,idealist,44,23,67
5.201245700894013,4.545701785178524,idiot,257,75,332
4.901988637449422,4.558715434758431,idler,24,11,35
4.9724785509951825,4.813318135777353,illusionist,29,4,33
4.902602079154956,4.192406668449157,imam,168,35,203
4.8190801644564125,4.163859986833252,incarnation,560,200,760
3.170587529902525,4.22282091419024,independent,9332,204,9536
3.9504108590091302,4.693341060768388,individual,9095,5814,14909
4.04384811519966,4.477564414088391,individualist,68,4,72
3.7695554295475358,4.052796713611805,inferior,883,10,893
4.9157573182044665,4.202987246313764,informant,197,95,292
4.763985731584139,4.2226269949781,inhabitant,80,2425,2505
5.091522477482702,4.693589894723969,initiate,520,183,703
4.399438375280544,4.396389501598744,insurgent,136,505,641
3.8082160407606835,4.079287666651279,intellectual,1618,375,1993
3.6423568139266127,4.117361512538803,internationalist,102,10,112
4.810544485764014,4.265120870442672,interpreter,309,104,413
3.6285795625467685,4.303536340544939,intimate,942,26,968
5.368371686081447,4.687672789717709,intruder,170,146,316
4.826948538166791,3.8948468064409987,inventor,450,97,547
5.0651631346500405,4.4396330829548685,investigator,315,689,1004
4.498986572975337,4.345245365439439,investor,282,966,1248
3.3344079469020578,4.381490271465198,irregular,954,99,1053
4.7029593008231,4.555086771207641,islander,205,587,792
4.353640269768256,4.658321873009454,isolationist,54,7,61
5.002022888761857,4.847479259514188,jock,184,16,200
5.2301036278747315,3.953480458007766,judge,4872,1916,6788
4.82772888391211,4.38241549704146,jumper,233,105,338
3.8093649582785094,4.206846039837192,junior,4573,210,4783
4.586781256772538,3.8167335225687253,jurist,112,80,192
4.067237023607703,4.725500785999488,juvenile,1216,771,1987
4.5944777879744425,4.011324763651409,khan,2611,21,2632
5.330252466698651,4.730284188292355,kid,1678,2277,3955
5.247865440850733,4.494211800930003,kidnapper,51,73,124
5.1248656585680425,4.588837030846893,killer,2162,363,2525
4.8419760927917554,4.34452098750698,knocker,19,6,25
4.984903319264756,4.580977522377461,lad,452,79,531
4.462691699948024,4.279501700781692,lamb,1003,205,1208
5.0401527086329825,4.543505764679464,lawmaker,21,116,137
4.744802247635873,4.635118569616722,layman,67,100,167
4.972444282340696,4.14608778493692,leader,10593,6269,16862
4.861623671838226,4.3472916410261675,learner,34,55,89
4.510000709144572,4.427515603022888,leech,216,48,264
4.3849746295769965,4.237561541018183,lefty,76,18,94
3.486218830903745,4.1565299951123755,lesbian,1155,315,1470
3.3007620977501695,4.308799378750916,liberal,3578,829,4407
3.334436757007728,4.086062536580901,libertarian,345,44,389
4.6907863115255015,4.163315554969193,linguist,135,122,257
4.783129266939387,4.298742881428957,lion,2318,1555,3873
4.825924735012629,4.416362090074877,liquidator,14,3,17
5.3473343315603135,4.485862705610796,listener,493,910,1403
4.360514975291947,4.452626053585165,logician,9,8,17
4.909980353623082,4.465796352865921,loner,89,9,98
4.765442617711114,4.164040773956508,looker,7,4,11
4.79496420132841,4.327302600291153,lord,9878,2043,11921
5.03403025551475,4.5183933952062105,loser,332,101,433
3.744888802206157,4.285377717806007,lot,6579,982,7561
4.516335326201537,4.5606498465438055,lout,5,4,9
4.941579573774835,4.479609727022259,lover,1724,878,2602
4.86947051559765,4.479199907951212,lunatic,154,37,191
5.125202510836386,5.116939532540734,machine,7173,1647,8820
5.117583562346168,4.423270483593404,magician,286,100,386
5.10757929996484,4.3142475012606045,mailer,32,4,36
4.734372815565351,3.7697504406005873,maker,998,646,1644
4.842127706806107,4.82187774305021,male,9170,4774,13944
5.341906437928166,4.787789249160454,man,30762,32879,63641
4.482471218075654,4.3282152527737665,marcher,83,105,188
4.9180804907264015,4.0650613017167885,mascot,689,140,829
4.513597231946916,3.672478867272824,master,6147,1962,8109
4.660639090457048,4.369335480040975,mate,1933,788,2721
4.351563135983797,4.641883244537663,materialist,37,3,40
4.697174096305318,4.285713853470453,mathematician,445,244,689
4.713403911736412,3.984446165829331,mentor,879,86,965
4.6310497018510315,4.713273815360036,mercenary,329,507,836
5.10876826756078,4.473892620933638,messenger,644,245,889
4.06718346787766,4.246680567178272,migrant,271,387,658
4.404843908616847,4.256232989977628,millionaire,439,101,540
3.557203783242267,4.281156662340928,minor,9647,325,9972
4.1295248772721465,4.519668290883507,missionary,872,796,1668
4.416451034780861,4.1257369379962086,model,8931,4412,13343
4.327999016223769,3.759378339369041,modeler,7,14,21
4.04317856417625,4.2880716276483,modifier,12,23,35
4.858826079294406,4.203833469959756,moneymaker,14,4,18
5.094146846435553,4.701853781017817,monster,2710,1545,4255
4.9922115584399585,4.882237667106795,moron,20,10,30
4.525209104855957,4.954843992079189,mortal,1050,66,1116
4.509062175333799,4.14568281394982,mountaineer,132,278,410
4.927184911168082,4.659968020065234,mouse,1447,563,2010
4.964825066935118,4.5470219070859645,mover,97,45,142
5.185735439742528,4.325843939131296,murderer,536,180,716
4.537975447724511,4.434570104672947,mutant,417,209,626
4.6613143527700664,4.4736054482321705,mute,191,17,208
3.7295688531443982,3.9682978170303613,namesake,443,19,462
2.860917194193684,3.4395100750944074,national,45586,624,46210
3.387963918020544,4.046567633818224,nationalist,1439,581,2020
3.527998081879897,4.428053134841532,native,8244,910,9154
3.4016105690225675,4.363538428941192,natural,10166,82,10248
5.090560086668241,4.362470094336876,navigator,307,77,384
3.971762734919686,4.22157071658749,nazi,2747,791,3538
4.911223553754743,4.529561431458124,neighbor,651,678,1329
4.523478812136325,4.051569440139955,neighbour,306,980,1286
4.441588499126276,4.420932256890543,nerd,79,51,130
4.305680518324424,4.585166883470201,nestling,69,203,272
5.0367464259330195,4.354796456764118,newsman,16,6,22
4.71517582025429,4.370173592704008,novice,133,38,171
5.144460718212674,4.381042677738959,objector,28,44,72
5.017874910914648,4.472001729313398,observer,1706,1213,2919
3.6952095447147606,3.8501720204793344,occult,282,4,286
4.535454740252799,4.256990676943129,occultist,64,28,92
4.550516733948109,4.349764057547784,oddball,39,4,43
5.023211888272119,4.157621389662568,offender,149,200,349
3.5512866083017993,4.373396611470888,official,14224,7271,21495
4.591085645162682,4.365027948473076,offspring,959,8,967
4.568735253949393,3.9039034033296947,oiler,77,513,590
4.893146235766771,4.347285892866884,opener,915,145,1060
5.054670346429946,4.187263467724552,operator,1272,950,2222
5.087315017866365,4.123382092716453,opponent,2661,3149,5810
4.394829796240733,4.45822580156565,opposite,3650,104,3754
4.0933310437623245,4.010056997907329,opposition,5996,33,6029
5.042895209404968,4.765425760005154,organism,612,1676,2288
4.239512537439714,3.9791849884882797,originator,73,32,105
4.480782316482241,4.271222423082802,orphan,293,228,521
4.875641755216579,4.605374020936351,outdoorsman,13,4,17
5.0673040106700356,4.44049579825889,outsider,288,219,507
4.90741854628962,3.9931514462614626,owner,4043,3208,7251
3.7100289286376817,4.442952308095537,pagan,1001,113,1114
4.262891808726227,3.991883156328223,pal,393,79,472
4.103513354505456,4.303310381279889,pansy,16,4,20
4.824131973418442,4.66235985876229,parasite,480,689,1169
4.5857904942925,4.239384100662878,parent,1965,7259,9224
4.233311886357281,4.154317480841707,parliamentarian,225,228,453
4.725762108189233,4.350162293110147,parrot,485,274,759
5.007728053918832,4.681985573339151,participant,503,1763,2266
4.050015018476124,3.8428138308518385,partisan,1034,924,1958
4.764502284825184,4.354241138699736,partner,3356,1725,5081
4.461837716198852,4.273857210620358,party,26195,4288,30483
4.637487329236951,4.078907275137663,pasha,580,8,588
4.714894086896209,4.485775213909216,passenger,3612,3795,7407
4.687451368054122,4.370328385754897,passer,272,66,338
5.3123510866095405,4.471620832624538,patient,1587,2039,3626
4.3094655771605535,4.271112618911712,patrician,91,102,193
4.202093189587613,4.27916130100254,patriot,574,635,1209
4.698475436847501,4.21066646859517,payer,32,28,60
4.145938396870337,4.614947809986539,pedestrian,581,236,817
4.619060290138281,4.346832462187953,peer,556,986,1542
4.981583341597268,4.731312407687419,perfectionist,145,9,154
5.182592010113652,4.729361365601958,performer,1139,1440,2579
5.216432864755873,4.68336950134907,person,11675,49224,60899
4.972837186733507,4.56784232342776,personage,31,38,69
4.184730441170812,4.202381313192122,pet,980,387,1367
5.0158445313235305,4.165157264655289,petitioner,56,66,122
4.861674846202927,4.284000485234731,philosopher,1071,527,1598
5.06886719633858,4.402516222322305,physicist,630,364,994
4.827762049850206,4.1937783919383875,picker,36,35,71
4.9573371029672995,4.6723717979480615,pitcher,1788,547,2335
4.792245358178782,4.623577495723996,planet,6078,2394,8472
4.7611682699363325,4.685389707568962,planner,153,377,530
4.439956155173771,4.622584240360068,plant,7415,5599,13014
4.332175831530408,4.180380043507123,planter,112,105,217
4.213229187514832,4.461787267096593,plantsman,4,7,11
5.05749523030928,4.524062076994296,player,27922,20973,48895
4.423158088710178,4.285469030806855,pleaser,25,3,28
4.816200879585294,4.425283901837714,plotter,27,166,193
4.906526220886386,4.141102314748032,poisoner,18,7,25
4.807290564680141,4.408399084851654,politician,1622,1734,3356
5.121079105803242,4.636265520023283,possessor,44,12,56
4.7844113097958125,4.5637006984774615,poster,893,675,1568
4.515300006319807,4.25950956117774,potentate,5,13,18
4.6426647163443135,4.369154146460062,powerhouse,224,22,246
4.358541414825549,4.3901739147556285,prayer,1689,515,2204
4.143605244557326,4.193903049550036,precursor,807,238,1045
3.5684587591507313,3.51598813241476,predecessor,2358,1121,3479
4.913312905112939,4.3839784247225495,presenter,374,82,456
4.41945020280626,4.342212891108979,preserver,23,8,31
3.575356431887533,4.405638656638445,primitive,1094,31,1125
5.071506983903715,4.379073037753068,prisoner,2082,4335,6417
4.970933655147011,4.700564847898928,processor,369,188,557
4.80689714416204,3.891432916000012,producer,10663,5972,16635
3.542466533115432,4.548465525961756,professional,9659,775,10434
4.69043266593285,3.949656026432221,profiteer,4,8,12
5.1430243557929884,4.681749260792536,programmer,376,275,651
2.9460069822724453,4.046720560434094,progressive,1974,66,2040
4.973438370854296,4.596051392089727,prophet,560,211,771
3.9141842344990714,4.348858122476395,proponent,358,467,825
4.671374167427908,4.2889072396688785,prospect,1495,695,2190
5.252690443490394,4.430146374284064,protagonist,2821,726,3547
4.076859246524913,4.337560992825738,protectionist,83,16,99
4.815498220474014,4.327980728455506,protector,494,89,583
5.037868814277498,4.716260539021192,protester,79,834,913
4.477544055195258,4.703184995384236,psychic,426,13,439
4.711755460887218,4.458147330235253,publicist,216,26,242
4.799277893173688,4.2293298815836575,puller,70,5,75
4.897982266250741,4.455210643287785,punter,140,15,155
4.725845402688639,4.42075732205751,pupil,643,1177,1820
4.887201282524952,4.562082008242076,puppet,757,391,1148
5.0141880152054945,4.6470641405289115,pursuer,34,129,163
4.835079839365845,4.381511349943805,pussycat,98,10,108
4.34845339284951,4.178346587140277,qualifier,295,178,473
4.45182422128995,4.276064211090327,quarryman,7,121,128
4.9846361313515395,4.2767382408551615,queen,11098,1166,12264
3.6606881327223757,4.584393161462536,radical,2099,337,2436
4.284389723806523,4.212993529606123,rafter,39,110,149
4.512792076435485,4.0994028923630825,ram,1117,524,1641
4.680379876211719,4.65677290637219,rat,917,913,1830
4.41634405377272,4.455216324491522,rationalist,56,5,61
4.771106654452774,4.33032238837122,raver,26,3,29
5.039255063771867,4.020433908057738,reader,1645,2530,4175
4.432465180311853,4.6134626276357675,realist,175,20,195
5.104703508521261,4.580259329683697,receiver,1075,346,1421
4.88326427667757,4.407925261763628,recipient,942,539,1481
4.348583578328309,3.9078879896810026,reformer,262,373,635
