s,p,sent,s_freq,p_freq,freq
2.1602946305418413,3.0876122610837626,abductor,998,1004,2002
0.13597739408860576,2.7700816945812647,aborigine,354,2697,3051
1.6536656822659381,3.3279280246305376,abstainer,164,426,590
1.199387315270915,3.050761140394094,accumulator,2194,469,2663
1.5525221403940606,3.437492315270976,achiever,577,1612,2189
1.34637411330052,2.874734943349729,acquaintance,13178,9081,22259
2.461477485221611,3.0883240073891614,actor,199773,143125,342898
2.4227190886699326,2.915982421182253,actress,90150,12160,102310
2.1501231231526567,3.6107364064039693,addict,12455,18953,31408
1.4164198004925623,3.249027093596027,adherent,2216,12743,14959
1.990835068965474,3.018702278325083,administrator,61210,57008,118218
2.3519339581281535,3.2024804999999787,admirer,6444,6882,13326
0.37708783004925195,3.10207183004923,adolescent,26820,18675,45495
0.24396235467983018,3.632444768472876,adult,245407,211316,456723
2.549072871921169,3.1975005788176745,adventurer,6950,8770,15720
2.284594573891688,3.0333427610836985,adversary,14726,15142,29868
1.6399154359605426,3.4208560763546387,advocate,129120,169090,298210
1.9951171995073835,3.1655954162561173,agent,296265,259730,555995
1.1495911748768393,3.5847892955664946,aggregator,5228,2317,7545
0.0789491083743954,3.084791916256144,agonist,4617,3250,7867
-0.3313721995073706,3.378269517241428,albino,4706,945,5651
1.2876608078817569,3.3991957315271293,alien,134423,59864,194287
0.4158220123152532,3.0213535911329714,allocator,2767,684,3451
0.7135768866995065,2.880986711822672,amir,15694,147,15841
1.5219270369458613,2.840926714285729,amputee,2353,1728,4081
1.515395480295588,3.236182677339862,analyst,140326,139030,279356
-0.18492465024632665,3.1683437512315145,anarchist,44060,26033,70093
1.3503712266009131,3.3807685960590987,anatomist,758,396,1154
0.8020259433497117,2.3413216354680166,ancestor,16543,40028,56571
1.7750281280788052,3.542198490147822,angel,71285,52496,123781
1.5878686600985326,3.0012167118226394,animal,376786,323086,699872
1.491809352216798,2.934282450738891,animator,8445,7778,16223
1.0592498571428557,3.0600195295566905,antagonist,12276,6215,18491
-0.11880670197034249,3.230027293103433,antiquarian,1833,197,2030
1.1238313201970627,2.9599875270935385,antiquary,125,240,365
1.5633523522168637,3.399876088669938,ape,11422,13950,25372
1.2646215221675128,4.1162293990148235,apologist,4324,8652,12976
0.16306075369455897,2.9148522881773538,apostate,2730,2622,5352
1.7707717512315746,2.7796963423646375,applicant,21197,49503,70700
2.587800748768437,3.2297228842365087,appointee,7152,11733,18885
0.9040890665024293,2.693465608374364,appointment,84329,30798,115127
2.073327165024594,3.001600672413794,arbiter,7407,2643,10050
2.212401704433489,3.113538376847213,archer,21385,4952,26337
1.532940071428552,2.955096623152663,architect,56275,39639,95914
1.2928390344827747,2.949706197044261,aristocrat,2937,4228,7165
1.4035741748768373,2.821610418719356,artificer,1139,313,1452
1.7911375073891982,2.808297416256167,artist,229336,212484,441820
0.6565452438423733,3.127637066502487,ascetic,3489,753,4242
1.96790134236457,3.3424715591133847,aspirant,1909,1896,3805
1.7219456305418106,2.7921875788177886,assignee,421,164,585
1.6541705714286294,3.314292770935918,assistant,282156,21877,304033
1.3285291231527054,3.161800339901454,associate,161000,55860,216860
1.426810342364515,3.1346713325123403,astronaut,28563,39886,68449
2.392056881773332,3.026836564039378,athlete,58866,116006,174872
1.8021437660098805,2.900928406403864,attraction,52751,22535,75286
2.4904535714286062,3.7566611674876818,author,463215,225163,688378
1.5271511970443434,3.160532172413678,authority,381264,501897,883161
1.7444786551724647,1.684050268472859,automaton,3080,3462,6542
1.2844685221675434,3.332258408867002,baby,297082,89352,386434
0.9599999261083383,2.6590759261083576,balance,328654,26376,355030
1.8568743817733697,3.176987088669886,banker,22058,45232,67290
1.234874384236523,2.830946061576249,barbarian,8538,5867,14405
2.1145649408867087,2.813633899014768,beast,77081,21937,99018
0.646084894088645,3.028755344827573,beater,2111,1081,3192
0.5537787980295548,2.693406133004956,beginner,14917,14870,29787
1.7652789532020172,3.0426148226601093,beholder,1326,155,1481
2.339700736453185,3.0280190812808137,being,5830771,92990,5923761
2.6948543325123744,3.6381613448275267,believer,23513,32466,55979
0.590420339901506,2.9587814014778218,billionaire,71829,22891,94720
2.0070072389162092,3.209876315270911,biologist,26008,18230,44238
1.7083207216748377,3.058827263546892,biter,532,306,838
0.5647315689655876,2.9039357906403502,bleacher,9033,3998,13031
1.5776827068965567,3.0469629975369976,blogger,48537,30692,79229
1.8776420591132634,3.107449142857135,boater,621,2345,2966
1.6539589039409144,2.7085813177339872,boatman,702,526,1228
1.7246020985221655,3.0731363793103412,body,1036949,241587,1278536
0.6328715098521762,3.0982892487684914,bodybuilder,2626,2937,5563
1.1436026428571928,2.658221088669986,bomber,44275,38056,82331
1.6076555172413691,1.891207669950738,bondsman,553,446,999
1.319741541871899,2.693898103448177,bookmaker,1363,2639,4002
0.21936904679799696,3.552866519704427,boomer,6703,15065,21768
0.8015819384236735,3.4803025960591114,booster,26185,10990,37175
1.293216955664949,2.6788882980295483,boss,180377,48969,229346
2.011787298029528,2.8842624852216723,bowman,15464,254,15718
2.2329074802955127,3.522804135467929,boy,344870,247922,592792
1.765467987684687,3.0595301798029517,broadcaster,35350,20661,56011
1.4363637536945824,3.153158891625729,brother,269930,178543,448473
1.6097756502463554,2.34977574876838,brunette,5020,294,5314
-0.24552858374385877,3.280312162561522,buddy,39376,17096,56472
0.6425467315271618,2.8026934999999717,buff,22085,12139,34224
1.5185738743842911,2.8083635123152746,builder,27762,25069,52831
0.6893319334975807,3.0677949458127998,bull,79088,72714,151802
1.614550613300434,2.862497305418742,bullfighter,442,157,599
1.8232509211822716,3.17302999999999,businessperson,803,3522,4325
1.8644221009853297,3.1847240024630494,busker,699,641,1340
0.4275208054187267,2.538414450738877,buster,11618,2333,13951
1.7269937487684395,2.7016850295566144,candidate,506899,347570,854469
