SG_SG,SG_PL,PL_SG,PL_PL,sent
-27.15207636699508,-27.906229667487665,-30.868496945812808,-27.79225330541873,passenger
-29.206432763546854,-30.265644798029584,-35.28603862068965,-33.67529479556649,passer
-25.469687593596092,-27.775529152709364,-31.44928699999999,-28.671623233990204,patient
-31.34553245073893,-31.147668805418785,-35.724261921182254,-32.79165894088668,patrician
-32.60049666995073,-34.26639580049268,-35.36423755418715,-32.41288619704431,payer
-27.5687172586207,-28.32334042364529,-32.389046032019685,-29.19460057635468,pedestrian
-29.73803940394085,-30.241410748768484,-32.357278931034486,-29.327808118226574,peer
-30.05830624876849,-30.27782659359607,-34.52835484236457,-31.014464475369486,perfectionist
-27.016822837438397,-29.581625945812803,-31.36662216995072,-28.196116866995048,performer
-24.25944685960591,-26.979954667487725,-26.86751283990146,-24.199916564039412,person
-33.480224763546794,-35.05080657142855,-38.02006035221681,-35.738075871921204,personage
-34.5192003571428,-35.08037099753694,-37.928298926108425,-35.36610549999996,personification
-27.405703519704453,-27.61495135714288,-31.573174790640373,-28.689841007389113,pet
-28.340100903940897,-30.183128716748772,-32.66888738177338,-29.15962358128079,philosopher
-29.12880033251232,-30.778288150246325,-33.39650065270931,-29.97497123152707,physicist
-31.291658517241427,-32.469879103448264,-33.960497376847336,-30.724647534482692,picker
-26.550497076354688,-28.854816174876884,-32.180829009852225,-28.802783066502446,pitcher
-24.70368542610839,-26.30537302709359,-30.157708891625553,-27.23775341625617,planet
-29.308862076354675,-31.38390068472899,-34.47711866995072,-31.009151056650296,planner
-25.85086397536945,-27.53781307881775,-30.48761117733992,-27.043838349753713,plant
-30.67531130788176,-31.87403383497541,-33.98480837438425,-31.34232125615762,planter
-38.41420626108374,-40.060110884236494,-41.032268007389156,-38.6335885517242,plantsman
-24.544436975369425,-27.027571204433446,-28.21921368472905,-24.959332022167487,player
-33.078497566502435,-34.36040775123151,-38.25844069704437,-34.4968246453202,pleaser
-31.959043729064003,-31.589061630541863,-35.379505642857154,-31.89471728325119,plebeian
-32.34805044088671,-34.10167399261088,-34.16205636206897,-31.264382083743843,plotter
-30.847261980295556,-32.449426243842375,-35.3336170344828,-32.731549349753664,poisoner
-27.030342667487698,-29.176829913793092,-30.28658738669945,-26.823167731527064,politician
-35.601802140394064,-35.425722339901455,-39.99183244334976,-37.408021864531975,polyploid
-30.36097009605915,-32.91220592364536,-35.841470608374365,-32.84193941133004,possessor
-26.96511200246311,-28.296244285714305,-32.20094389162562,-29.01163333990148,poster
-33.58360469211824,-35.16606209605912,-36.934634613300545,-34.22868991133011,potentate
-30.76801769950736,-32.01944117487683,-35.873943032019675,-31.7534969802956,pragmatist
-27.830614463054207,-28.594623603448273,-31.68408723399014,-28.884744120689664,prayer
-30.666914869458125,-30.82413195812809,-34.70868008128084,-32.17705173152709,predecessor
-26.395115354679803,-28.469351869458123,-30.920379689655107,-27.76993848522162,prisoner
-28.536413736453213,-30.38578701970447,-33.4979377364532,-30.454904709359642,processor
-27.10027035714284,-29.087993854679798,-31.68998031034486,-28.399042879310354,producer
-27.53281092118237,-27.538666453202033,-32.0237841748768,-28.591387293103427,professional
-32.382125083743915,-34.470300918719204,-36.192179699507385,-32.48807526600983,profiteer
-27.900255221674872,-30.279726088669968,-32.358451854679785,-29.20026691379311,programmer
-28.575485455664968,-27.85372237192113,-33.194056482758576,-30.12168517487681,progressive
-36.581172714285685,-36.872604347290604,-38.53982236453211,-35.61111765270931,prokaryote
-31.00753983990148,-31.626478137931013,-35.30728095073887,-31.7414426133005,propagandist
-32.660231564039414,-34.28141533004922,-37.97195966748771,-34.614139044335005,propagator
-27.937300268472896,-29.453992458128052,-31.916335923645345,-28.84333264039415,prophet
-30.39737547536946,-32.84145038177343,-33.84326278817739,-30.37398872660099,proponent
-28.016435009852213,-29.072177529556622,-32.65445691871923,-29.15869648029561,prospect
-27.258897908867016,-29.7761238596059,-31.945624790640398,-28.938217667487734,protagonist
-31.35586486453207,-31.085014527093577,-35.65471085467982,-32.08148195566505,protectionist
-28.597261123152705,-30.23411899261085,-31.499411509852266,-28.38018695073892,protester
-31.75349063054188,-33.799706729064,-35.72645373645318,-32.558354852216745,publicist
-31.06224753940885,-32.451808899014786,-34.70444240147786,-31.466003504926075,pugilist
-31.14612585714283,-32.227380423645315,-35.16374866748763,-32.58408936453203,puller
-30.507430918719173,-31.93446462068962,-33.707731933497556,-30.73339628817734,punter
-27.29637343349754,-29.633896928571453,-31.321889169950715,-27.67380992610839,pupil
-30.314984581280818,-32.536301201970446,-34.11980490640397,-31.155318657635487,pursuer
-31.610876495073907,-32.28004636699507,-36.82338776108375,-33.88449239901479,pussycat
-31.934783820197055,-31.024342174876853,-35.7070422019704,-32.065184184729056,pygmy
-29.54972582266009,-30.21975907389163,-33.513908987684715,-30.60390126600989,qualifier
-35.714753293103406,-37.44545295073888,-38.746584743842355,-36.261183463054145,quarryman
-25.361984780788173,-27.37692890394091,-30.95529619950739,-28.012275477832517,queen
-28.877990874384235,-28.12146189162563,-32.66024624630543,-29.404458588669875,radical
-30.41783744088668,-31.04359932758621,-32.347422118226625,-28.68956892118232,rafter
-26.706498844827603,-27.641751073891662,-30.126552339901448,-27.36530630788173,rat
-30.646444460591148,-31.36409081280791,-35.88010420197037,-32.49808923891625,rationalist
-31.95341550985219,-32.87349643103448,-34.47864567980296,-31.13613277832512,raver
-26.247463950738922,-28.6277714630542,-30.387984640394134,-27.71272846059114,reader
-31.25067015024629,-32.19388477832517,-35.867232448275864,-31.995574822660146,realist
-26.12969203201972,-27.892392928571415,-31.211351145320197,-28.094191241379317,receiver
-27.01926996798027,-28.968341485221693,-32.159327778325164,-29.224566980295496,recipient
-32.07898941625609,-33.4488159285715,-37.113106694581255,-33.84945934482761,rectifier
-34.67915244581277,-35.78407387931035,-40.52311586699504,-37.26936205665025,recusant
-30.966441628078858,-31.10159935960588,-35.56724847536946,-32.341284684729104,referral
-31.100507834975357,-32.78961183004924,-34.31681202709359,-31.28828079064033,reformer
-32.323473337438415,-32.10424096059113,-36.30628382266004,-33.15518280788181,reformist
-30.17423570689657,-31.774104975369447,-34.08456899999999,-31.032907561576298,regent
-32.50317988669957,-34.38164522167491,-36.33140379556652,-33.595991650246305,registrant
-27.47113602463058,-26.48543456157639,-32.988371633004924,-29.640397438423662,regular
-29.413352088669967,-28.811153325123104,-32.395918091133076,-29.262504541871852,relative
-33.02898767487686,-33.06492941871929,-36.66002832019707,-34.96868458128081,relict
-29.418147325123144,-29.62966266009851,-34.37939967241377,-31.359267554187145,renegade
-30.490615066502446,-31.710411963054188,-35.95138290640392,-32.77085337192114,repeater
-28.046848687192103,-28.07626035221672,-32.803245953201994,-29.54726306403947,replacement
-26.94365033990138,-29.29595185221674,-31.13376384729064,-28.246781652709387,reporter
-28.562540463054148,-29.707239440886692,-33.277051706896536,-30.216520371921177,representative
-29.705824401477827,-31.728243679803015,-33.109510288177354,-30.409437357142803,rescuer
-27.68088264778325,-29.77945510837434,-31.945995958128034,-28.960575009852253,researcher
-27.23742768226606,-28.267223738916286,-31.03302504926106,-27.747532364532017,resident
-30.65267517487681,-32.639722672413804,-34.99606073891626,-31.471565359605865,resister
-28.92471506896553,-30.742956152709368,-33.23020377586209,-30.399571054187213,respondent
-31.370588970443322,-31.905107802955676,-33.061283266009816,-30.209563288177296,retainer
-29.479494935960606,-30.69323840886694,-34.280045435960595,-31.175258854679786,revenant
-28.542351401477877,-27.69270772167487,-33.65345910591127,-30.890064758620724,revolutionary
-33.46914044334981,-33.5485528669951,-36.05208057635471,-33.339797921182274,revolutionist
-26.12412231773396,-28.63402178571424,-30.495226522167478,-27.066674536945825,rider
-30.279274386699534,-31.076631376847228,-33.369864721674865,-31.03523034975369,ringer
-31.534005334975422,-32.782549467980274,-33.716956987684696,-30.287816982758635,riser
-28.08729707635471,-29.028934472906407,-31.914169201970445,-28.917583401477852,rival
-25.463140443349772,-26.267172731527115,-29.80401917487684,-26.6399488054187,rock
-35.55506528078814,-35.42623911083747,-39.796216275862044,-36.64922211822664,romanticist
-34.348107748768484,-34.22009317241382,-35.204057517241345,-32.35048328817733,rounder
-27.008663647783237,-29.240740706896553,-32.456526201970405,-29.47868053448277,ruler
-26.271608179802985,-28.489559246305394,-31.07869185714281,-27.91032354433498,runner
-28.998785891625623,-29.62804749014777,-34.091568421182274,-31.017037266009854,runt
-32.21880325123158,-34.28861983004921,-36.88403311083746,-34.03052263793105,sacrificer
-29.0238100172414,-30.88891363054187,-31.32941945566501,-28.55416066995079,saint
-31.562140935960635,-32.809776081280816,-36.43796514285707,-33.12978057142859,salvager
-34.158820376847316,-35.84426586945812,-37.52762464778321,-34.50732030049261,salvor
-27.51022097536948,-28.391045918719307,-33.38033433004926,-29.87118275615771,satellite
-32.063962046798004,-32.869929812807854,-34.66261646551727,-31.51955411083749,saver
-29.985523073891677,-31.66663460344829,-35.26295235714283,-31.48965810837445,scab
-32.447942605911344,-33.15867508374383,-36.89334927339903,-33.45546506650247,scalawag
-31.30345281527097,-33.81019665270944,-36.01154401231529,-32.51244998522163,schemer
-28.683358263546786,-30.37276383004928,-32.51066264532021,-29.350967596059128,scholar
-38.05504440640394,-39.26587760591132,-41.55630609852211,-38.752921832512335,schoolfriend
-35.260007731527075,-36.6563446674877,-36.742533596059054,-33.86026242857134,schoolmate
-26.18134023891623,-28.515337837438413,-31.67814199261087,-28.65755904433493,scientist
-27.44061053694581,-28.98973688916258,-32.17787403201962,-29.265175199507443,scorpion
-27.4112255812808,-28.73316344581285,-32.23556642857149,-29.002922674876896,scout
-29.054232443349747,-30.34344131527096,-34.08845832019701,-31.454589842364502,screamer
-30.76914413793106,-32.07898476354675,-35.67313826600986,-32.01046238177338,scrubber
-28.5975434581281,-30.654494236453218,-33.67304267487688,-30.383808199507467,searcher
-32.37932159852214,-32.27466513300495,-35.51386801724141,-32.54969561330044,secessionist
-31.8193910665025,-32.09473664285713,-34.729549534482786,-30.98199129064034,secularist
-29.010259029556657,-31.28414905172418,-33.307812450738915,-30.17000169458128,seeker
-29.431404992610787,-30.862155061576384,-33.5951640615764,-31.1202003152709,seer
-28.19925606650247,-28.923614866995067,-34.156272017241356,-31.58818027832509,self
-27.651102391625603,-28.073035586206885,-31.930310012315253,-29.1030030049261,senior
-31.568179497536946,-31.74892508374378,-33.908485251231454,-31.14553724137931,separatist
-27.274893864531993,-28.881440125615743,-31.06947391871924,-28.066420401477824,servant
-29.20246559113297,-30.471060992610827,-33.23690975862068,-30.2397994901478,shaker
-26.57835009605908,-27.832181857142892,-30.647720726601,-27.514085344827556,shark
-34.60644944581284,-36.38689574137931,-40.08258069950743,-37.31478815024633,shipowner
