ss,sp,ps,pp,sent,s_freq,p_freq,freq
1.0436320343017655,0.906851104736333,1.2306358032226967,2.5610322418212803,abductor,15,19,34
0.1421645355224399,0.36187448120118404,0.8275620727539064,1.8629244079589853,aboriginal,830,72,902
0.16315519714355275,0.7202544250488216,0.8346617126465077,1.9732120666503903,aborigine,20,235,255
0.9853330993652349,1.1583068084716786,1.0895884857177833,1.935541198730462,absentee,111,6,117
-0.163377090454091,-0.7684938049316372,0.377751770019529,1.4034119567871102,abstainer,4,4,8
0.6068479919433827,0.5376689910888643,1.1670442657470659,2.592896087646494,accumulator,26,24,50
1.5841902313232765,1.7003314819335884,1.5281871032714918,2.5360491027832097,accuser,39,38,77
0.9660665893554636,1.4370739593505846,1.1248330078124553,1.8076609649658337,ace,1494,295,1789
-0.003084732055683048,0.41437562561037566,1.3463121948242076,2.053205322265626,achiever,25,6,31
1.3726412353515656,1.7579712219238246,1.88547877502441,2.85094157409668,acquaintance,373,218,591
0.6206472473144373,0.9742679901123381,1.394751907348649,2.416223480224616,actor,8770,6109,14879
1.0632891921997043,1.2182710266113475,1.0451462402343736,1.963620437622069,actress,5705,614,6319
0.9554184722900345,1.1095862426757748,1.3242911834716722,2.230676605224602,addict,145,72,217
0.687791229248063,0.8912806396484569,1.2561287078857362,2.199844223022467,adherent,66,352,418
1.9098652801513651,2.0494180297851585,0.5559894714355664,1.7641516113281455,adjudicator,11,5,16
1.4758839111328115,1.759111709594734,0.3749759826660153,1.6222111968993858,administrator,782,492,1274
1.6142334136963115,1.7924873046874836,1.4140471038818418,2.301657852172866,admirer,270,182,452
0.6141629180908268,0.3482007904052864,1.289615875244138,2.452610641479481,adolescent,335,209,544
1.0385777206421096,0.6877322692871104,2.0449213027954016,3.3255030212402517,adult,5529,3574,9103
0.008991806030266503,0.28145129394532375,0.8151230926513477,1.8805115661620988,adventurer,192,152,344
1.1212288131713848,1.402703414916985,1.4589617156982513,2.4849776306152194,adversary,196,197,393
0.9629543304443189,1.2796638336181587,0.9511326751708964,1.5673887023925772,advocate,1365,653,2018
1.4863637390136972,1.740631942749033,1.692476516723616,2.652890777587899,agent,5241,3117,8358
0.49177075195312625,0.9863596954345866,1.0863698883056685,2.748623596191379,aggregator,443,12,455
0.13486923217773494,0.29505053710937545,0.8199338073730473,1.8621210174560474,agnostic,128,33,161
1.4259660186767604,1.1395709533691445,1.4165460968017527,2.6104281311035322,agonist,74,65,139
0.820321975708012,0.7570531768798787,0.9900955047607596,1.9337771911621218,albino,85,11,96
0.5538987274169784,0.8285146789550737,0.7628273620605484,1.4773243103027482,alchemist,112,43,155
1.0872497100830145,1.2102055816650505,1.0552709655761845,2.9307156829834184,alien,3286,1309,4595
0.4408386077880806,1.1951359558105565,0.7654067077636739,1.4104558715820303,allocator,40,39,79
0.5153028106689419,0.6738067321777237,1.7993791046142604,2.3908931274414016,amateur,2233,232,2465
0.6680680694580303,1.2655139465331757,-0.8663851013183574,-0.6438409423828091,amir,541,4,545
0.887423294067375,1.1817610626220585,1.0869873199462745,1.9658638458252113,amputee,59,28,87
1.5103335418701107,1.6653968353271438,1.1268549652099864,2.2500708160400364,analyst,462,549,1011
0.6212818298339613,0.6278148803710906,0.5879459686279347,1.8251849365234278,anarchist,566,321,887
0.769547973632811,0.9571802978515791,1.1797925262451372,2.187627014160171,anatomist,72,47,119
0.6679132690429697,1.4507387084961039,1.1718123321533085,2.0301035308837925,anatomy,1085,3,1088
0.9761994323730079,1.5782563781738332,0.8574234161376921,1.471591140747094,ancestor,931,1088,2019
-0.0670902252197294,0.025526077270512815,0.5553131103515625,1.2505547180175682,ancient,6622,134,6756
1.5145288085937523,1.2651689300537043,1.614548522949221,2.673100173950189,angel,2602,1354,3956
1.0733179016113326,1.5258845977783295,1.5186808166504022,2.239887725830073,animal,5978,7775,13753
0.9438354949951133,1.224998016357418,0.4498755645751942,1.5450659942626856,animator,391,736,1127
1.6781222534179676,1.8851771392822059,1.367058731079112,2.651954467773436,announcer,324,99,423
1.041758972167969,1.3048221282959105,1.811742248535154,3.060429031372095,antagonist,884,345,1229
0.3337637786865173,0.4308315124511637,0.7728655242920013,1.5394488525390813,antiquarian,296,37,333
0.34823725891114066,0.5575508880615274,1.165861846923832,2.175788665771492,antiquary,61,75,136
0.9929241638183584,1.3712804107666017,1.4795363311767602,2.137483352661121,ape,207,372,579
0.7220426330566454,0.9261464538574273,1.6450276489258044,2.587759201049778,apologist,31,24,55
0.6644475860595804,0.902689163207981,1.0834514160156488,2.0990175170898198,apostate,27,9,36
0.9594733581542982,1.4043465423583967,1.6306441192626977,2.506677261352536,applicant,269,385,654
0.5833292999267599,1.597603240966805,1.2818579864502055,2.1120301513671933,appointee,73,147,220
0.1577400970458882,1.1630146942138708,0.22123014831544197,1.3632456970214832,appointment,2742,656,3398
1.189617385864267,1.2356776123046842,1.0769731750488205,2.2061371459960952,arbiter,248,22,270
1.2161990661621047,1.0032700195312572,0.6885259552002196,1.8981662445068395,archer,950,324,1274
0.9420654296875028,1.2445586395263604,0.7727924957275434,1.6967640838623055,architect,2373,1256,3629
1.2764191589355391,1.0915885009765702,0.7773467254638717,1.863205261230462,archivist,71,13,84
1.0652852935790804,1.0591531677246309,0.7804071655273361,2.019549819946292,aristocrat,138,191,329
1.8056336975097622,1.8076191101074244,0.5770123596191326,1.5541173858642594,artificer,12,7,19
1.046297866821277,1.4684761505127,0.8742373504638721,1.548283645629894,artist,9094,7385,16479
0.4557490844726715,0.5734279785156247,1.455204864501951,2.293575500488288,ascetic,142,50,192
1.2853323211669903,1.270390319824216,0.7526072082519164,1.4771560363769538,aspirant,29,15,44
0.6963881530761995,1.0763252105712837,0.811055160522443,2.1469854736328102,assignee,10,5,15
1.2601764221191445,0.8299127197265648,1.52852694702149,2.759705902099597,assistant,5266,498,5764
0.9457585754394557,0.767129608154292,2.280660934448264,2.982345718383783,associate,1675,1268,2943
1.048496292114237,0.7603483276367342,0.149687530517582,1.3184848785400192,asthmatic,33,5,38
0.29861770629882756,0.8138612365722508,1.1918135833739996,2.188881515502956,astronaut,433,438,871
1.5949992065429655,1.719458480834959,1.4435279998779151,2.3849644165039052,athlete,1335,2410,3745
0.7544164428711042,1.4408566207885656,1.5570341873169014,2.053852989196784,attraction,1582,735,2317
1.3452789306640796,1.5634785461425764,1.9059612426758008,2.902599517822267,auditor,184,97,281
0.6303846282958858,0.8884915161132909,0.9330400543213102,2.1262032928466965,author,7640,3461,11101
1.8113854675293197,2.4089663085937474,0.8336280822753821,2.180797134399441,authority,7524,5340,12864
0.5480325164794806,0.7687730712890612,1.6043148345947031,2.4218168487548724,automaton,39,43,82
1.1198045959472864,1.1051110229492167,1.5659509124755857,2.625243331909175,avatar,888,182,1070
0.7440950698852475,1.4561486358642526,1.1686242980956933,1.822564804077146,baby,4303,480,4783
1.6761751632690363,1.5089400177001835,0.7410252838134852,1.4532648925781189,balance,2775,122,2897
1.0989479827881041,1.1971219940185591,-0.11682362365722554,1.365350509643548,banker,372,252,624
0.77835531616212,0.8395757598877083,0.4993659820556786,2.2451483001708823,barbarian,318,163,481
0.05995874023437864,0.3652510833740479,0.8834238128662122,1.9380994873046973,bather,7,25,32
1.4797736358642624,1.6040086517333947,1.4142927703857424,2.7251648864746016,bearer,374,150,524
0.6407748260497783,1.1630977020263487,1.354616027832023,2.524286224365227,beast,1214,238,1452
0.5673065032958959,0.9338312377929583,1.4902684631347682,2.6430552673339776,beater,46,11,57
1.5103339080810514,1.504143142700201,1.1238098754883055,2.1040142059326428,beginner,59,78,137
0.3768449249267718,0.7385461578368933,0.4560312652587868,1.5887416534423977,behemoth,83,3,86
0.7772500152587867,0.7574936218261712,0.49560548400879156,1.5001389923095587,beholder,54,3,57
0.9165628662109668,1.344023498535151,1.499909545898447,2.755948616027837,being,69128,978,70106
-0.2704517211914066,0.06840589904784622,1.5278393554687568,2.1376600341796745,believer,355,228,583
1.1409899291992076,1.4182694854736297,0.6983609008789102,1.5460648040771474,belligerent,111,42,153
0.06047714233397983,0.39191453552246003,0.706762268066413,1.453090774536122,beloved,547,4,551
0.6540907287597548,1.0198851623535177,1.3126418457031264,1.8695508728027335,benefactor,187,94,281
0.9322061767578163,1.2856225585937295,1.318928115844713,1.972636276245126,bidder,118,56,174
0.33666221618651093,0.3175946044921716,0.9497445373535243,2.0641036834716857,billionaire,174,31,205
0.7655789794921617,0.4865474395751903,1.0946797943115172,2.326577056884773,biologist,293,237,530
0.4607815093993963,0.5223093566894761,0.4828418426513821,1.379048431396484,bisexual,298,9,307
0.6373236236572382,0.9725703124999967,1.2479886169433598,2.1007781677245987,biter,12,4,16
0.02934909057616153,-0.028268020629880652,0.9213434448242168,2.412436630249033,bleacher,42,88,130
1.2261783447265628,1.2386625061035375,0.712769027709939,2.262058532714846,blogger,162,89,251
0.9545778961181668,0.9734223327636613,1.6267602081298804,2.606799896240233,blonde,641,31,672
0.575559616088853,0.6499656829834208,1.0984710693359148,2.267581954956057,boater,9,57,66
1.1043269195556746,1.4085787200927768,1.29222335815426,2.441346481323251,boatman,23,25,48
0.5266697921752836,0.7056659851074158,1.53292134857179,2.4206644668579145,body,17987,5562,23549
1.221909057617168,1.3705184173583973,0.6185447845459038,1.3330587005615229,bodybuilder,30,5,35
0.5807472381591765,0.9375492706299013,0.874471466064449,1.8753466796875102,bomber,2167,2884,5051
1.7224757995605273,1.4681438293457063,1.1717210845947221,2.360441925048818,bondsman,3,5,8
0.7608093261718807,0.48521353149412505,0.7792564086913956,2.1549766540527173,boob,11,18,29
1.2263693313598623,1.323125595092776,1.3909163208007698,2.414882064819338,bookmaker,37,73,110
0.6920756683349509,0.19558506774902185,0.7334003753661875,1.843012161254876,boomer,66,27,93
0.7815402069091846,0.5976594696044941,1.5684041595459064,2.5641143493652265,booster,281,98,379
1.24828631591798,1.6158369140624984,1.357011413574213,2.409281219482409,boss,2156,471,2627
0.9635231781005871,1.2353209228515567,1.0740472259521425,2.3999477844238157,bowman,455,22,477
0.8326311340331927,0.8303380126953073,1.3395744018554439,2.1498871154785206,boxer,550,129,679
0.6701732101440427,0.8175871276855275,1.1066902313232418,2.3292061920166134,boy,7855,4928,12783
1.7973488311767625,1.8865839691162023,1.863279159545911,2.8774954071045045,boyfriend,1689,74,1763
1.2020028076171627,1.4037875823974844,0.06798852539060363,0.7842658996581946,brawler,28,5,33
0.3808392639160161,0.6196036529541118,0.9850486602783377,2.45866889953615,broadcaster,515,297,812
1.046184844970682,0.7208424530029305,0.7762736663818401,1.615606262207038,brother,12442,6567,19009
1.465172775268556,0.9510042419433518,0.8707942657470795,1.9919712829589855,brunette,74,5,79
1.416645309448242,0.8602238616943367,1.36948344421387,2.5009386444091746,brute,186,45,231
1.079333328247074,0.9099602508545104,1.4601466064453064,2.3627311401367166,buddy,424,46,470
0.9928696746826233,0.8858284912109582,1.238694473266591,2.3487675323486457,buff,458,42,500
0.6446127014160083,0.7475027313232232,0.9673939056396534,1.9915783233642657,builder,492,431,923
1.4245385665893622,1.7148624954223521,1.7783705139160304,2.513865676879874,bull,1696,585,2281
0.962924270629884,1.0897077484131046,0.22316069030762264,1.3901457214355304,bullfighter,18,5,23
0.9053785247803035,0.9952882995605279,1.2244844360351408,2.345380203247089,bum,81,24,105
0.6791087036132808,0.9741343688964861,0.960835021972656,1.8403801879882735,businessperson,16,37,53
1.163892738342284,1.4807591705322238,0.8524454650878681,1.654259201049797,busker,7,3,10
0.6265282897949191,0.8088366851806654,0.6573662414550796,1.5895241699218587,buster,238,265,503
0.5833840179443399,0.9460529022216804,0.9102152709961047,1.988484115600599,caliph,564,52,616
1.9589335327148376,1.8418036193847627,1.602269744873027,2.634012084960901,caller,146,39,185
1.405203384399428,1.904370300292939,1.1377899627685366,1.887206481933589,candidate,4275,2755,7030
0.8567498168945349,1.0610759124755873,0.8911242980957041,2.119854003906255,capitalist,358,85,443
1.470935440063485,1.6150607452392478,1.6229851074218686,2.1965243682861484,captain,13626,805,14431
0.8391341857910248,0.8366501007080132,1.7013893585205153,2.8089074249267583,captive,1064,352,1416
1.274848846435546,1.338296798706054,0.8595671386718777,2.241126937866227,captor,36,210,246
1.629780624389653,1.3889966125488513,1.5592821502685297,2.7453041076660156,caregiver,173,125,298
0.6471845245361294,0.6369264373779231,1.2820404968261556,2.475322753906255,carrier,3591,2397,5988
1.7225517883300938,1.6603523254394474,0.8796132965087935,2.194765319824171,cashier,63,6,69
0.88920604705811,1.2296580047607648,0.7158735961914289,1.8199656982421857,castaway,36,34,70
1.551317901611327,1.1925820770263726,1.1124630889892586,2.0523876800537266,caster,29,9,38
0.6500516510009788,0.6011164245605727,1.2919213104247973,2.4187051391601386,catalyst,402,145,547
1.2625369567871019,1.6676756896972762,1.6517918014526458,2.370821868896485,category,6389,1759,8148
0.6153981933593826,0.7163970794677539,1.1136959991455058,1.9682266998291027,caveman,20,21,41
1.4467308349609596,1.4119676666259835,0.41351037597655704,1.5427546844482833,celebrant,13,3,16
0.6022161407470605,1.610850830078121,1.138133483886719,2.0891140289306662,censor,285,313,598
0.17048152160641905,0.4728623504638563,0.8769154357910338,1.7188903808593636,centrist,68,7,75
1.0126494445800773,0.8634893798828216,0.5575499420165784,1.4324412231445365,centurion,169,43,212
1.3156333770752155,1.6766730499267481,1.862314743041992,2.5321075744628985,challenger,456,153,609
1.21525527954104,1.140409713745143,1.2102702026367211,1.9346993713378993,chameleon,74,27,101
0.24446475219725983,1.0377597961425806,1.0653749847412115,1.761800018310538,champion,5322,4183,9505
0.5828353881835966,0.8480893859863272,0.5836203002929636,1.4688971405029179,changer,48,22,70
0.5787437133789268,0.73462648010252,1.5514109191894363,2.5052979736327927,chap,46,23,69
0.8236680450439451,1.1287675476074241,1.3142391204833928,2.5271741638183585,character,34343,20753,55096
1.0363735961913818,1.158286239624033,0.4370046234130882,1.5168471069335965,charmer,33,6,39
0.8581349792480495,0.7694700622558628,1.0976529693603538,2.078840957641603,cheerleader,180,94,274
0.8568276672363311,0.691589904785161,1.05489399719238,2.027208404541014,chemist,427,188,615
1.3262061462402386,1.422814758300774,0.8006868286132942,1.7697257385253948,chicken,1204,264,1468
1.1772282867431585,1.0016312866211052,1.2026938171386519,2.236949050903334,chief,12922,1421,14343
0.7285322113037154,1.3645001068115192,1.6782632446289085,2.669124710082997,chieftain,219,180,399
1.2044205703735287,1.6161360626220613,1.4223011398315464,2.4623349533081154,child,10686,22791,33477
1.21328300476074,1.7772638244628922,0.5723092498779323,1.5253890075683643,choreographer,343,68,411
1.1271072387695256,1.035883941650411,1.2823706970214772,1.979378128051735,chum,50,12,62
1.0895002746581923,1.187046813964841,1.016566864013683,2.268749496459961,churchgoer,12,20,32
2.325456146240228,1.6673605957031299,1.1924374847412196,2.6645653381347643,citizen,1644,4207,5851
0.6246119995117141,1.5889783630371141,1.0016946105957203,1.986185821533212,claimant,322,157,479
1.2491669616699284,0.9808778686523425,1.7555866088867162,2.466908706665052,class,22588,3889,26477
1.590154403686526,1.7597040557861305,1.238618133544918,2.165580978393578,classmate,285,358,643
1.75592189025879,1.8128983917236212,1.148635879516604,1.9940678100585956,client,849,738,1587
0.7665971679687544,0.9197099456787043,0.7758073730468737,1.7417757720947264,climatologist,5,11,16
1.4335652923584092,1.1091861114501853,1.313758087158206,2.2478539276123115,clone,530,430,960
0.6306246490478458,0.6186084899902369,1.240928771972662,2.3104268035888396,closer,3303,30,3333
0.6726826324462962,0.8702744445800761,0.19656939697264875,1.1672987060546802,coder,5,8,13
0.5002183685302555,0.7951131439209007,0.7132828369140611,1.6565161285400478,collector,1208,673,1881
1.131943252563488,0.877223175048826,1.2397057037353676,2.3358720397949213,combatant,110,295,405
0.22764566040039824,0.06480187988280761,0.7110365295410048,1.8582756805419933,comer,60,26,86
1.2183898620605476,1.7203831024169887,1.1380567474365222,1.7408162994384497,commander,11359,1979,13338
1.1635596313476952,1.6734629058837953,1.7715446472167855,3.1874042053222666,commentator,705,1446,2151
0.6829318542480252,1.2325251770019605,0.6716301574707018,1.789528350830068,commoner,103,226,329
1.7803956146240267,1.94177452087402,2.04563592529297,3.0152816772460795,communicator,55,23,78
1.2758016967773642,1.1083076782226726,1.9777264556884973,2.7667117614746104,companion,1945,908,2853
0.6356721649169828,0.745349212646488,1.4118587341308597,2.741548568725591,compatriot,106,120,226
1.0478166503906436,2.1432407073974673,1.3865819396972654,2.546207870483414,competition,8431,1677,10108
1.3146915740966847,1.6807673950195294,1.1830439453125052,2.2187436065673865,competitor,670,1164,1834
1.01916915893554,0.8050585327148383,1.8249147644042978,3.017512542724589,computer,6158,1189,7347
1.6475467071533103,1.5819479675293024,1.5120204620361335,2.5440377044677547,comrade,138,420,558
1.3402730789184574,1.0569384155273553,1.036598526000958,2.3050866699218773,confessor,201,12,213
1.4907271881103554,1.7525480499267587,1.3989677734375192,2.1299023437499756,confidant,112,27,139
0.6176265258789186,1.0051842041015675,0.5011208801269618,1.3336905517578117,congener,28,32,60
0.02976217651367108,0.4245368347168039,0.47538926696775263,1.3958658294677662,conquistador,73,91,164
0.7516230010986362,0.953172790527347,0.5992425231933538,1.7421794891357507,conservative,3913,1056,4969
1.1352533264159916,1.5123596038818619,0.7812193450927509,1.6319325256347668,conservator,35,47,82
1.745227981567382,1.3610128784179665,0.47554475402831997,1.9601386718750007,consumer,1085,700,1785
0.37594056701658474,0.8773893280029341,1.2824860076904088,1.848067031860353,contemporary,7271,1034,8305
0.569242385864257,1.5925686798095882,0.21834445190434337,1.2284367218017564,contender,690,440,1130
2.20353781127929,2.5587722320556736,1.8064803161621086,2.917153503417964,contestant,600,631,1231
1.1995759277343723,1.879623840332016,1.2808992767333933,1.8881994171142367,contractor,517,456,973
1.8416605377197186,1.5969925079345728,1.4562794342040917,2.8455798492431654,controller,1077,450,1527
0.5291008911132877,0.5584501647949196,0.5649185028076147,1.375493820190428,coon,178,31,209
0.09645138549804244,0.3458754272460993,0.5543104705810578,1.7691204071044666,copycat,47,4,51
1.1007462158203083,1.4101444091796935,1.4956620635986297,2.5037255859375023,correspondent,740,161,901
0.6954358673095697,0.7296289520263599,0.6406455841064655,1.845974105834955,cosmonaut,67,73,140
0.26320680236815974,-0.09671519470214207,0.41096984863280284,2.0876291809082232,cottager,4,12,16
0.573817901611335,0.6019842071533077,2.263286041259775,3.3486663818359546,counter,3737,237,3974
1.15115319824217,1.79948583984374,1.7190008850097485,2.8332596435546833,courier,460,52,512
1.1046735839843933,1.2801815795898221,1.0558233032226383,2.0627759552001805,cousin,2123,509,2632
0.735205032348631,1.003603012084966,1.8263274536132599,2.486132186889648,coward,412,47,459
0.5899708251952944,0.5054319915771401,0.7474557189941322,1.9915499877929648,cowboy,511,523,1034
0.9914929962158254,1.5204975280761914,1.3015299835205099,2.0967676391601486,crab,499,351,850
1.24424343872073,1.6366652679443376,0.7536148529052582,1.5273049621582118,craftsman,132,259,391
0.24050555419920272,0.49098745727540916,1.2844700317382802,2.204049514770489,crawler,42,21,63
0.3673584899902238,0.7876360015869039,0.6165717926025422,1.1449931793212897,creator,2950,871,3821
1.149873992919936,1.756121231079078,1.8183275909423742,2.798098892211911,creature,1566,1534,3100
1.3907277221679664,1.264103469848635,0.7691867828369396,1.7076331787109353,creditor,49,282,331
0.5461620330810604,0.822313446044916,1.36818965148926,2.536874664306623,creeper,61,18,79
0.5188288421630887,0.8904824066162007,1.0733736724853742,1.5185363922118995,cripple,127,24,151
1.2707003479003731,1.4532717742919914,1.2966087493896339,2.6048878326415945,crony,9,21,30
-0.17011668395996082,0.7683190307617167,1.495961013793945,2.0370084228515566,crossbreed,15,11,26
