ss,sp,ps,pp,sent,s_freq,p_freq,freq
2.460884033203129,2.5805053405761527,0.6392126007080066,0.7779006195068234,abductor,15,19,34
0.5336022491455168,0.3167188720703109,0.22493318176269383,0.23997758483888276,aboriginal,830,72,902
1.0857627868652457,0.8602387084960981,0.489862106323244,0.30622424316406693,aborigine,20,235,255
1.700544631957996,1.6214220123290914,0.21916870117188125,0.2047166900634778,absentee,111,6,117
0.5257986145019515,0.18189553833009597,0.2621681823730455,0.463167602539059,abstainer,4,4,8
2.319015365600592,2.4410986328124977,0.7375821228027206,0.7094018707275467,accumulator,26,24,50
0.9920712738036883,1.0875859222412032,-0.5709208831786725,-0.3542280120849597,accuser,39,38,77
1.0516903839111365,1.1182378082275335,0.5582323455810609,0.6224232482910281,ace,1494,295,1789
0.5067576599121253,0.4571108856201249,0.5304188079833807,0.5655451049804441,achiever,25,6,31
1.2188230590820694,1.1789292602539092,0.4488920135497949,0.5246940155029449,acquaintance,373,218,591
1.4373767852783317,1.4327736358642795,-0.010859695434575656,0.03324307250976233,actor,8770,6109,14879
1.5684960174560558,1.4724240264892643,-0.24277346801760302,-0.22160877990722838,actress,5705,614,6319
1.635070190429687,1.7895464172363234,0.11811614990234887,0.29730798339844,addict,145,72,217
0.6744286193847557,0.48627702331542366,-0.15178015136719125,0.0289715881347945,adherent,66,352,418
0.6801846008301027,1.06804125976565,-0.6457175292968742,-0.34509223937988054,adjudicator,11,5,16
1.3880675048827982,1.3300878906249807,-0.5802258453368978,-0.5006781158447353,administrator,782,492,1274
1.254568252563459,1.2187979736328174,0.19702629089354673,0.42877638244630134,admirer,270,182,452
0.8566433715820381,0.5726841125488278,0.5731389617919831,0.7572295684814492,adolescent,335,209,544
1.0722673645019682,1.0939128265380873,0.38932917785643895,0.528741271972649,adult,5529,3574,9103
1.1416661682128932,1.2539457702636696,0.30914218139650984,0.44325492858884274,adventurer,192,152,344
1.589347930908204,1.9660148010253948,0.6767372283935629,0.836964752197261,adversary,196,197,393
1.2219902954101798,1.7659743041992328,-1.2856997222900475,-1.8013301696777404,advocate,1365,653,2018
