ss,pp,sent,s_freq,p_freq,freq
3.6789538040161105,2.6223841476440413,disciple,228,397,625
4.050333404541021,3.0081932678222714,discoverer,126,90,216
3.5488057785034144,2.695751243591303,dissenter,42,264,306
3.6834393081664984,2.626456489562983,dissident,181,223,404
4.342139434814449,2.296448181152357,distributor,538,299,837
3.847360153198238,2.4443190307617186,diver,402,582,984
3.312003044128417,2.0585597152710022,divider,38,18,56
3.6213077850341833,2.500005546569824,doer,8,11,19
3.916893249511709,2.5480278396606337,doubter,3,20,23
3.1011385650634793,1.6826021347045952,drawer,85,25,110
3.7597487182617186,2.268359008789062,dreamer,189,102,291
3.6353681182861237,1.5859533920287987,dresser,116,15,131
3.6487477264404333,1.504016883850099,dribbler,13,3,16
4.17318896484376,2.1408383560180653,driver,3170,2734,5904
3.166596809387215,2.097768760681163,dropout,122,15,137
3.6263465881347656,2.40031269073485,dummy,280,88,368
3.8084761047363287,0.1983941726684577,dupe,16,5,21
3.697134780883779,2.624150947570797,dwarf,1530,191,1721
3.9820951919555654,2.541599525451659,dweller,49,146,195
3.9992798156738303,2.1517085647583087,dynast,18,10,28
3.737195960998527,2.5734658508300754,elder,2150,349,2499
3.677676666259771,2.738495384216307,emcee,24,12,36
4.273307312011724,2.0667877883911103,emir,290,77,367
3.640113998413092,2.619023773193362,employee,1165,3109,4274
3.7418960647582935,2.6901994323730563,employer,701,562,1263
3.7926641693115215,2.5220226287841854,emulator,40,12,52
4.208313072204589,2.483154716491697,endorser,28,15,43
3.991037200927728,2.4962332687377895,enemy,7687,3948,11635
3.3666747817993183,2.768805854797364,engine,7650,4212,11862
3.882194404602039,2.3282268142700318,engineer,4249,2635,6884
3.5722656784057634,2.5407946395874035,enrollee,3,7,10
3.951380180358889,2.0599658660888593,entertainer,392,198,590
3.822886825561511,2.3099502792358493,entrant,130,162,292
3.45220989990235,0.9823906021118205,equal,3697,361,4058
3.612861167907724,2.682899162292472,estimator,6,6,12
4.113439544677746,3.2794865112304734,eukaryote,14,223,237
3.542119308471676,2.491072723388669,ewe,73,102,175
3.9582537765502934,2.331569122314434,exchanger,18,24,42
4.045967811584475,2.4026485214233304,executioner,139,52,191
4.058738746643087,2.1435437774658297,executor,108,81,189
3.6264230270385696,2.630380920410147,experimenter,47,34,81
3.487137115478504,3.3589084548950225,expert,1548,1285,2833
3.8086158065796027,2.4457030639648423,explorer,919,491,1410
3.823167320251464,2.437430816650391,exponent,147,94,241
4.382946922302246,2.624647453308107,exterminator,13,10,23
3.0751016387939387,2.7543867797851647,extremist,114,105,219
3.299686286926267,1.45701610565186,face,10404,2002,12406
2.8329701461791927,1.1199225158691348,failure,5572,776,6348
3.1358943939208856,2.6066305923461996,family,35185,5277,40462
3.3134690322875855,2.719968345642087,fan,5086,10304,15390
3.808794097900389,2.196049102783199,farmer,1513,1784,3297
2.981752021789532,1.7712130355835,fastener,9,12,21
3.9393353195190315,1.768899665832521,father,22373,728,23101
3.4777488632202136,2.3061698532104487,fauna,657,37,694
2.918120368957524,2.9607471923828115,favorite,3764,451,4215
3.318588920593257,2.4166905670166017,federalist,332,206,538
3.9600518722534233,2.8119179534912178,fella,49,20,69
3.1379572372436613,2.7513167495727586,fellow,6041,492,6533
3.2907773056030294,2.8174584655761734,female,12596,4552,17148
3.85311618804932,2.513243370056152,fencer,41,8,49
3.656591110229485,2.422638839721685,feudatory,42,29,71
3.941123535156251,2.1488022766113204,fiddler,69,31,100
3.258469833374022,2.737349845886243,fighter,5058,3343,8401
3.980204498291009,2.4335854263305663,figure,7057,6255,13312
3.7607987976074213,2.3443655166625916,financier,159,84,243
3.9638792190551584,2.1937024993896728,finder,123,40,163
4.007369270324702,3.0730466842651296,finisher,218,162,380
3.0343618087768505,1.5958714218139676,flake,50,80,130
3.4955518646240193,2.584477790832537,flatmate,20,10,30
4.029906448364251,2.388117042541502,flier,38,84,122
3.5008835449218694,2.548120796203591,flora,883,18,901
3.63398525238037,2.4257624893188563,flyer,226,597,823
3.5023297882080016,2.8013048629760746,foe,270,292,562
3.9349461669921766,2.5088265609741214,follower,240,1792,2032
3.806152534484866,2.550370117187498,fool,558,220,778
3.9278546295166024,2.824154678344726,foreigner,132,542,674
3.617144309997556,2.426013153076184,forerunner,415,132,547
4.088304847717282,2.26834747314453,fox,8099,510,8609
3.8172424926757884,2.041341522216797,freelancer,63,18,81
3.895707389831543,2.650833595275884,freethinker,15,5,20
3.4151860809326138,2.766325225830073,friend,9824,10015,19839
3.9342165222168006,2.756137893676737,frogman,5,19,24
4.009326675415046,2.9344711456298853,fucker,9,5,14
3.5136763992309454,2.8262852935791045,fugitive,346,141,487
3.0798184738159193,2.3017684249877988,fuller,916,7,923
3.851370086669924,2.362869697570801,gambler,183,79,262
4.173069152832028,2.258206260681156,gatekeeper,94,14,108
3.593258232116696,2.6735364379882895,gatherer,53,118,171
2.757564239501953,1.789103942871094,gay,4156,174,4330
3.2690733795165983,2.8593307342529357,geek,285,60,345
4.025509262084945,2.9139209671020723,genealogist,41,16,57
3.329094314575194,2.660277648925785,genius,1206,75,1281
3.3524489212036173,2.4861268844604467,gentile,57,24,81
3.439627784729005,2.702047180175782,geographer,144,30,174
3.7758668899536048,2.807528205871577,geologist,232,183,415
3.1741606826782203,3.1091964187621954,giant,4076,3129,7205
3.8175103836059563,2.6386595535278303,girl,8590,5439,14029
3.8138998336791943,1.5622313308715832,girlfriend,1844,135,1979
3.534473335266121,2.131520996093741,giver,51,9,60
3.1622444152831903,2.2083143310546802,gladiator,221,137,358
3.1146770782470696,2.251349670410157,goat,456,327,783
4.104833740234376,2.2614028549194245,goon,52,38,90
2.9957587890624993,2.8520506896972506,great,31055,109,31164
4.09742141723634,2.803526924133301,grownup,5,8,13
2.9886056747436527,0.3391620407104483,grunt,86,103,189
3.791497200012209,2.0741071701049805,guardian,3158,442,3600
3.074855232238761,2.801195533752434,guerilla,100,42,142
3.002701019287116,2.771645828247074,guerrilla,627,350,977
3.414300224304206,2.0774891128540034,guide,4317,735,5052
3.641703742980944,1.8849306564331059,gull,180,169,349
4.074012222290037,2.0471726913452244,guru,332,97,429
3.1031287384033206,1.6252342910766515,gutter,56,40,96
3.634721794128417,2.5128469467163086,hacker,216,83,299
2.8094503250122074,0.8642989959716942,hanger,51,35,86
3.6408342590331984,2.219968574523925,hater,31,58,89
3.408851081848134,1.488778518676753,head,21431,4830,26261
4.147705329895011,2.393041778564452,headman,34,23,57
3.690411346435546,2.3575617065429597,healer,107,29,136
4.191308540344238,2.5437366943359336,hearer,7,14,21
3.516647232055668,2.4804647674560556,heathen,173,82,255
2.9338809509277297,2.504479774475115,heavyweight,1820,25,1845
3.8480945587158146,2.6537582015991177,hedonist,6,5,11
3.783427253723154,2.006686027526868,helper,298,120,418
4.024777282714844,2.822432197570805,hero,5235,1872,7107
3.0080634536743105,3.12670441436768,heterosexual,280,24,304
3.264887481689456,3.0660895004272675,hobbyist,20,52,72
3.864918304443357,2.686654556274405,holder,707,609,1316
3.607044952392563,2.516870170593265,holidaymaker,3,14,17
3.9617453536987384,2.11076868438721,homeowner,26,74,100
3.260661941528319,2.4155099258422865,homosexual,727,287,1014
3.1296812896728525,2.457417663574219,honey,1016,3,1019
3.1065502319335963,2.89056131744384,hopeful,260,26,286
3.6683689422607486,2.6702302246093694,horticulturist,23,10,33
4.238665908813466,1.872152168273928,host,4855,2168,7023
4.3525609283447295,2.6188966369628943,householder,118,43,161
3.045919937133789,1.0787358322143632,hugger,10,3,13
3.5471181945800794,2.581926750183115,hulk,695,25,720
3.2316540603637876,2.554267494201653,humanist,232,24,256
3.444963821411143,2.4871854248046787,humanitarian,705,6,711
3.5535860214233495,2.733175086975102,humorist,48,13,61
3.704787292480461,2.134555442810054,humpback,115,33,148
3.8839551315307617,3.032209617614747,hunter,2405,1345,3750
4.3354766235351505,2.8640058364868253,husbandman,24,12,36
3.4040199432373015,1.9616427154541185,hybrid,1404,491,1895
3.5156032714843803,2.5745905151367197,idealist,44,23,67
3.8205121307373062,2.6794159851074113,ideologue,38,15,53
3.511081871032708,2.3230843048095906,idiot,257,75,332
3.39779524230957,2.4555038757324326,idler,24,11,35
3.425930717468269,1.886665092468263,illusionist,29,4,33
4.163067985534667,2.3985533218383637,imam,168,35,203
3.7817734832763747,2.8642060699462917,imitator,19,68,87
3.6156858062744064,2.041780357360828,incarnation,560,200,760
3.053233222961424,2.899657882690434,incompetent,247,7,254
3.2311395721435474,2.563056465148904,independent,9332,204,9536
3.988455039978028,2.6599458389282233,individual,9095,5814,14909
3.1346049575805637,2.46347213745117,individualist,68,4,72
3.286548782348625,2.3057888336181662,inferior,883,10,893
3.581639579772947,2.4853232803344554,infidel,39,28,67
3.9588423385620075,2.5811796798706013,informant,197,95,292
3.9673033218383793,2.946160835266113,inhabitant,80,2425,2505
2.9547011642455985,0.5474156723022361,initiate,520,183,703
4.047332885742179,2.3393590316772475,initiator,70,38,108
3.978905326843261,2.575498512268055,instigator,68,30,98
3.6240219039916823,2.3135437011718736,insurgent,136,505,641
3.169107528686517,2.6954033966064443,intellectual,1618,375,1993
3.7829507827758846,2.629156768798822,interloper,11,7,18
3.6081517944335815,2.493802223205577,internationalist,102,10,112
4.325369682312001,2.6776517257690458,interpreter,309,104,413
3.1012901153564485,1.9756051483154309,intimate,942,26,968
4.179379058837874,2.665248138427735,intruder,170,146,316
3.7155701599121045,2.852148544311518,inventor,450,97,547
4.443823493957524,2.7685567321777285,investigator,315,689,1004
3.846414604187018,2.7006658554077205,investor,282,966,1248
2.7157302932739285,2.6750567779541115,irregular,954,99,1053
3.8834211883544896,2.7518805694580024,islander,205,587,792
3.427947746276871,2.3742547988891545,isolationist,54,7,61
3.3159043197631775,2.27178971099854,jock,184,16,200
4.257946228027336,2.3547237396240206,judge,4872,1916,6788
3.779545852661137,2.090730819702145,jumper,233,105,338
3.446081924438481,2.3690412597656234,junior,4573,210,4783
4.228908210754383,2.199318778991696,jurist,112,80,192
3.0388966598510763,2.3797119293212887,juvenile,1216,771,1987
4.231239631652834,2.535275871276852,khan,2611,21,2632
3.902036666870117,2.6850075073242152,kid,1678,2277,3955
4.090622482299793,2.4363377075195274,kidnapper,51,73,124
3.6114577560424905,2.6043470840454077,killer,2162,363,2525
4.09496765899658,1.9915319519043067,kinsman,132,86,218
3.728866950988781,2.4328108749389656,knocker,19,6,25
3.9213783035278453,2.601689880371083,lad,452,79,531
3.2744467239379915,2.078358634948721,lamb,1003,205,1208
4.260131355285658,2.4075123519897517,lawgiver,12,9,21
4.177953964233396,1.9878432922363345,lawmaker,21,116,137
3.833734115600585,2.6656619338989316,layman,67,100,167
3.738298294067377,2.5933222274780263,layperson,11,16,27
3.524443572998038,2.747720130920399,leader,10593,6269,16862
3.652668670654286,2.866285057067884,learner,34,55,89
3.3294524841308473,2.2622043762207085,leech,216,48,264
2.837226524353042,2.2646096496581976,lefty,76,18,94
3.5393805160522405,2.194485343933117,lesbian,1155,315,1470
3.2657435073852525,2.7203881683349636,liberal,3578,829,4407
3.2603462677001858,2.5557143783569387,libertarian,345,44,389
3.2836962509155327,2.3477912063598723,libertine,40,25,65
3.9757984085082967,3.4272085647583026,linguist,135,122,257
3.2483039855956974,2.3221486663818354,lion,2318,1555,3873
4.095300048828129,2.2542365036010708,liquidator,14,3,17
3.634281501770026,2.5793133010864366,listener,493,910,1403
4.430815711975107,2.6882672195434623,litigant,8,34,42
3.4675235824584973,2.786102455139158,logician,9,8,17
3.6458835144042823,2.352278366088882,logistician,3,4,7
3.4059380722045987,2.7814623565673813,loner,89,9,98
3.745817031860355,2.2698080139160055,looker,7,4,11
3.9411030807495138,2.5322116622924966,lord,9878,2043,11921
3.765133453369131,2.338654632568357,loser,332,101,433
3.5860372543334975,1.7077936248779366,lot,6579,982,7561
4.182998664855951,2.5923028945922937,lout,5,4,9
3.6461759033203123,2.6425573959350643,lover,1724,878,2602
3.2446692581176677,2.616912673950182,lunatic,154,37,191
4.0308289566040045,2.6116680831909207,machine,7173,1647,8820
3.530353157043457,2.47110108184814,magician,286,100,386
3.2683402023315438,2.950534133911134,mailer,32,4,36
3.4131440963745163,3.0885892486572217,maker,998,646,1644
3.6658213882446233,2.62368238830566,male,9170,4774,13944
3.9314719161987384,2.924597801208492,man,30762,32879,63641
3.843074584960938,2.4292139892578035,manipulator,53,15,68
3.882967613220231,2.681335510253902,marcher,83,105,188
3.87693105316162,2.414581497192394,mascot,689,140,829
3.067385253906245,2.1675981140136713,master,6147,1962,8109
4.150559692382821,2.2114129409790024,mastermind,125,23,148
3.3481826934814407,2.1334911499023335,matador,71,9,80
3.5911912155151384,2.9068535690307726,mate,1933,788,2721
3.3299628295898316,2.3597003021240397,materialist,37,3,40
3.628617515563967,2.804305686950684,mathematician,445,244,689
3.698269485473631,2.0191046295165975,mentor,879,86,965
3.0624384307861305,3.0723366622924715,mercenary,329,507,836
4.051381248474129,2.543675910949709,messenger,644,245,889
3.754029228210456,3.509512100219723,metallurgist,17,22,39
3.632378746032714,3.0839219818115424,microorganism,17,150,167
3.0940916366577156,2.8034786605834867,midget,221,25,246
3.2275786895751963,2.8490093460083017,migrant,271,387,658
3.283555953979487,2.530020568847654,militarist,16,11,27
2.896279426574708,2.586590744018551,millenarian,20,3,23
3.766427970886241,2.4775457458496106,millionaire,439,101,540
3.8346027984619155,2.270368270874016,mineralogist,26,3,29
3.025692131042483,2.866520431518545,minor,9647,325,9972
3.333540336608884,2.2714305725097574,misfit,45,68,113
3.4882963714599597,2.693904075622548,missionary,872,796,1668
3.6141263504028274,2.208875358581544,model,8931,4412,13343
4.062452117919932,2.559016685485844,modeler,7,14,21
3.064831420898429,2.399637733459471,moderationist,3,7,10
3.631229995727523,2.101795135498051,modifier,12,23,35
4.0315266113281325,1.5784038314819355,mogul,81,44,125
3.479510238647457,2.795273284912099,moneymaker,14,4,18
2.894223686218254,2.5296380920410115,monolingual,23,3,26
3.696196998596193,2.9736849136352674,monster,2710,1545,4255
3.529742347717267,2.294788108825685,moron,20,10,30
3.5845538177490255,2.7205559005737285,mortal,1050,66,1116
4.1757446899414035,2.726004608154291,motorcyclist,24,20,44
3.7065255889892583,2.279583038330067,mountaineer,132,278,410
3.8208042449951165,2.114877342224112,mourner,29,268,297
3.7046507949828964,2.0023757553100623,mouse,1447,563,2010
3.700999336242674,1.5929709396362313,mover,97,45,142
4.03543702697754,2.60202986907958,murderer,536,180,716
