SG_SG,SG_PL,PL_SG,PL_PL,sent
-13.272984731140339,-12.201342083333328,-15.89357836842106,-13.341750226315794,federalist
-10.11378153947368,-10.39951588026315,-11.888172400877185,-9.753215960964912,fella
-12.07319219561404,-14.106017535087723,-13.862440438596492,-11.891844726754387,fellow
-11.812252950877195,-13.037862495614032,-13.437464478070185,-10.231096373684217,female
-11.238311997807024,-13.38831972807017,-13.129021414473685,-10.86056943377192,fencer
-10.922934165789473,-11.722809898245616,-12.983695742105255,-10.270005502192982,fiddler
-10.081447685087717,-10.72183981447369,-14.435627256578949,-11.926311658771928,fighter
-11.432211278070161,-13.649093331140358,-12.989529381578949,-10.663866967982461,figure
-9.669960345614038,-10.230127946491228,-12.4715458004386,-9.741983274999997,finder
-11.093700381578953,-12.625839178070162,-14.290615138157909,-11.885489770175447,finisher
-9.875288255701753,-9.83751960570175,-13.516079541666665,-11.822972167982464,flake
-10.151279624999997,-10.620557516228068,-12.368387405263162,-9.46510170833333,flatmate
-9.707647633771934,-11.344326065789462,-13.113561350877195,-10.414414793859644,flier
-13.630192057017537,-12.411997563596492,-14.016770653070175,-12.200497296052635,flora
-10.826688486842103,-12.868390010087705,-15.014463324561412,-12.599834760964914,flyer
-10.314516746491227,-11.575206855263168,-12.927892247807016,-10.231716351315784,foe
-9.534349301754382,-10.517183508771927,-13.658943071052628,-11.331748137719307,follower
-11.874887157017538,-13.52124284210526,-12.954474214912286,-10.423392282894742,fool
-12.137755475877185,-14.020605513157886,-12.796846164473687,-10.333436265350876,foreigner
-11.068829646929817,-10.798010558333328,-12.652509804824556,-9.91125827192984,forerunner
-12.168438721491228,-11.549256128070187,-13.197809826754387,-10.169779985087725,fox
-10.68288742280702,-10.565727832894737,-12.228164239035095,-9.698043927192993,freelancer
-11.217338807456134,-12.919784878508773,-13.037352361842105,-10.606201964035082,friend
-11.825793643421035,-11.764218004824558,-13.388414317982454,-10.776824587719311,frogman
-10.444496057017547,-11.357149978947378,-12.687169480263146,-10.077182046491233,fucker
-11.560650361403505,-11.637392130263164,-12.687567677631574,-9.625322224122813,fugitive
-13.608051882894747,-12.107428656140351,-12.781284462719293,-10.094693408771924,fuller
-9.590207405263158,-11.857053972807016,-12.921135563157891,-9.801849910964915,gambler
-11.158873797368429,-13.36136055921052,-13.578888186403525,-11.310169029385948,gatekeeper
-9.741667350438592,-10.013844695175447,-12.784411285087714,-10.478190524122807,gatherer
-14.243876850000005,-12.053383830263162,-13.488670543859644,-10.276811571491221,gay
-11.420835292543867,-10.716850791228067,-12.353255778508773,-9.512739707894736,geek
-10.554671488157886,-10.231237802631574,-12.105834026754382,-9.37005052017544,genius
-12.013138426315795,-14.105468745614038,-13.456041837719305,-10.696576926754398,geologist
-11.886855467982455,-13.525325276315794,-13.368880120614033,-11.136972841666678,giant
-11.615096564035078,-14.00326378070176,-13.981223749999993,-11.638222917543855,girl
-9.964581925000006,-11.776403754385967,-13.330279627192994,-10.939808801315786,girlfriend
-10.353029192105266,-11.68933534649122,-12.927377089912277,-10.925657108771933,giver
-10.819540359649118,-11.649582700438593,-12.525927130263147,-9.467687057456144,goat
-10.092674798245609,-11.319317417543855,-12.641306625438592,-10.16295357192983,goon
-12.13330358026316,-10.368233986842103,-12.479860724561398,-9.840197096929828,great
-12.134836678947362,-11.104796273245618,-12.522449565789467,-9.717451634649123,grownup
-12.408068204385964,-13.013218370175435,-15.12167235526316,-13.022890190350866,grunt
-11.370049761403509,-11.537608875000007,-13.693508888157902,-11.393140192543859,guardian
-12.749951215350881,-11.614015930701745,-15.224185135087714,-13.034400558771928,guerrilla
-14.812646660087713,-14.742281848684211,-14.497484837719293,-11.666546419298248,guide
-10.030847810087726,-9.950612918421044,-12.783655628508768,-9.204025171491237,gull
-11.017387557017539,-12.184178931578955,-13.149086945614018,-11.325186189912275,guru
-10.726472255701754,-10.318746100877194,-12.519061971491224,-10.02969604605265,gutter
-11.954357060087712,-11.344549772807019,-12.192991115350877,-9.332735143859649,hacker
-10.304373969298238,-10.988693857017546,-13.2693704364035,-11.306553434210533,hanger
-10.15741548377193,-10.26442316447367,-12.468176576754374,-10.235920859649124,hater
-11.394015779824564,-11.829452488596495,-14.927904171052644,-12.776894593859634,head
-10.95217158070175,-12.769845664473689,-13.209047938596491,-11.423851002192972,headman
-12.687150140789461,-14.5826345635965,-13.997155508771913,-12.038782065789471,healer
-11.680319087280704,-13.629016291666666,-13.866670686403511,-11.800961844298254,hearer
