Noun,Simple_s,Simple_p,SentComp_s,SentComp_p,ObjRelClauseThat_s,ObjRelClauseThat_p,ObjRelClauseNoThat_s,ObjRelClauseNoThat_p
abductor,0.038253395728088314,-1.767688555654514,0.2948992385496432,-1.098885797389539,0.6164275112691139,-1.0002174848121803,0.7483997657132573,-0.5615502512700684
aborigine,-1.7718691928759638,1.4784264076927751,-0.6235724309490266,1.480541267942003,-0.8933678089783543,1.5325920298782119,-1.0631599698820318,1.0632254007119106
abstainer,0.32468083805554826,1.3212706681083066,0.3424366931494845,1.2181436271556618,0.5624589958534623,0.6443930835574336,0.2924777569747386,0.5304579962038026
accumulator,-1.727539083281528,1.1658560870014973,-2.0239029579070666,1.2190242993144493,-2.051258983649682,1.3281358550638493,-1.697320114614068,1.3989810911495368
achiever,-0.31201495054219075,1.2171793588213515,0.05665960033559468,1.3393743703557308,-0.2512173171451843,1.5167567719410515,-0.02544162807774364,1.7651357878513005
acquaintance,0.14111873583974363,-0.40298031838515963,0.23513664132283757,-0.9521007433511508,0.27133615724125226,-1.5664704486599246,0.2182424380432878,-0.757015986892646
addict,0.2251471092371825,1.0960767616557028,0.418082310154713,1.3817089465707644,0.25933192039905106,1.2360744903235874,0.1972550933134758,1.325488437623429
adherent,-0.25739942229434837,0.572965390295305,0.30098679739237,0.476077120217506,-0.26988367662720353,0.18443680642747895,-0.28311790720656965,0.6900318956006923
administrator,-0.3251450704867326,-1.3491535632024405,-0.13595694214546258,-1.320680324139374,-0.4019599212339499,-0.21906805616013597,-0.004049840789099951,-0.26073932745298367
admirer,0.3649902792362508,-0.7141833279599742,0.681579804950589,-0.47320238015531146,0.7765192125181242,-2.118243816503966,0.44048144263284417,-1.041234129687305
adolescent,0.23931402559273365,1.547105605507908,0.8150558980698681,1.4467356972567758,0.0036276367789250807,2.079575083233765,-0.07421300507655439,1.2921809178389354
adult,-1.0526948352201524,1.022857209892684,-0.4538204218428199,0.89350043567652,-0.8685900687594679,1.2369380947126782,-0.805774614443303,1.0104732209456868
