Noun,PC1,PC2,PC3,Frequency
broadcaster,1.8129484721866511,-1.1861484817019625,0.8258025116390757,812
researcher,1.7976116276499108,-0.22762428842187823,1.6755289503550757,2598
bookmaker,1.795975832822566,-0.26233917446368804,2.5731052531299246,110
trustee,1.791371177420783,0.7303993528391681,1.302029953918683,1526
adjudicator,1.7899723015833207,-0.3940122801453272,2.5925059855432138,16
supremacist,1.7753467738442656,-0.10985138390953875,0.12429075014906016,76
twin,1.7733622818672403,-0.7517253655007021,0.5667802183516876,4236
teaser,1.7713799486505932,2.806701651246787,-1.2275273883628492,531
proponent,1.7663005422893632,-0.2198816812166183,2.150277296346104,825
physicist,1.7659281929481125,-1.923722000219718,-0.5997137405762463,994
humorist,1.765321350770867,-1.841771195306973,0.11626237022413566,61
independent,1.7642669490320337,0.030612958255397886,-0.7878704281964685,9536
separatist,1.749431512997259,-0.5095456125418452,-0.22568772722198185,227
nonconformist,1.739501790852397,-0.5556058532645624,-0.43297894028022854,93
theoretician,1.7336819740662375,-1.2345075148166753,0.5479050283302703,35
analyst,1.7304400628805179,-0.11854503924822539,3.2599546110968767,1011
supernumerary,1.7199436069336536,-0.3717570554298232,-0.9869339873539806,46
rectifier,1.7157351341987206,2.062140893518431,0.5695880184974504,43
opposition,1.7142415736092098,4.532996174332482,1.657663726016918,6029
descendent,1.7012422222983519,-0.6284912929778386,-0.256985877518029,117
antiquary,1.69707569747648,-1.5611572330256887,0.06860621480810147,136
transsexual,1.6960549869924497,0.18663400113753098,-0.6175445308878976,79
propagandist,1.6842571855074684,-0.24701229166182376,0.5885888767938042,89
elder,1.6500480386263698,0.18995418224297447,0.8216033129604463,2499
prayer,1.6422218390896484,4.647271506686646,0.23000280636008322,2204
internationalist,1.6402575144594482,-2.1967982158336765,-0.9154534032234167,112
seer,1.6360629854836495,-0.17124681321318827,2.016869911274352,85
microorganism,1.6347701201028069,3.57898568186471,-0.10888691328371738,167
sleeper,1.6237631911394008,0.8951835438970469,-1.7463070389676203,345
inventor,1.6156925751854754,-2.1369328362007582,-0.4985851665816035,547
asthmatic,1.6116657689539087,-1.6938801900178608,0.1332293011591468,38
cottager,1.6077357330580515,-1.6821276634742697,0.8906738187163991,16
matador,1.5999094965355116,-1.4084422747948595,-1.7056103635242843,80
conservator,1.5933000629648006,0.38166349861552856,1.1608560587031727,82
viewer,1.592524152242838,-0.1290104707237766,2.5755300408132937,8380
flake,1.5853990546514776,5.2622192151642295,-0.18902592038253388,130
plantsman,1.5783531185607036,-1.6706026738592001,0.5985606694256747,11
pacifist,1.5695359655621073,-2.2709115978205836,-0.4321251558588161,162
great,1.5665177910576127,-0.03116148050723392,-1.3306867410030738,31164
washer,1.5608679666754794,0.7224200523123143,-1.699368501276304,42
executor,1.5559289611113707,0.4109467650419789,0.20736071970638242,189
genealogist,1.5455714425743527,-0.6439585249653651,0.7415973774763234,57
paleontologist,1.5433918415377599,-1.6285277942748893,-0.03331590284463898,449
powerhouse,1.5384589146959091,-0.0749384023785716,-0.2626830960143941,246
intellectual,1.5306697634685504,0.5024109629332258,-1.1595607749900798,1993
discoverer,1.5155699369369282,-2.642308996871415,-0.420496653423955,216
moneymaker,1.5138964113645765,-0.9835303013264269,0.2827179483846591,18
buff,1.5011046640466679,2.622959291449421,1.4035371220195298,500
minor,1.4912860489366413,-0.5345379802517584,-1.0318955183530822,9972
saver,1.4861896763305888,0.46050913170669083,-1.6333839983169227,36
sweater,1.4651207293876316,3.1887104691040586,-1.1352379234474057,201
skeptic,1.4549713282580599,-0.7193304999711987,3.8407435419881457,210
philosopher,1.4549559081584367,-1.3740998146147272,0.12475765770692919,1598
apologist,1.43801348133764,-0.9890220520579548,2.5906478807429223,55
teetotaler,1.4369124335507344,-2.7892409535266447,-1.0949725351030686,28
suffragist,1.4236970076978464,-1.3554930066345985,-1.0630827192988492,88
anatomist,1.4214080860108789,-0.8733572455568254,0.6558563097703966,119
alchemist,1.414368945113702,-1.529097846172014,-0.48410173278629204,155
crossbreed,1.4057165528562838,1.8147223195616362,-0.4936942565886202,26
favorite,1.3986131577563488,-0.37796663251810975,-1.3858943266248744,4215
arbiter,1.3958745712363065,-0.10011826058622303,1.941124175644979,270
mutant,1.3901709576665382,0.29550378948303535,-0.6736352751043732,626
guerilla,1.3884652640323396,0.013570132890171845,-0.4960205965383386,142
strikebreaker,1.3816646087464544,0.35471389033874706,0.621784464450037,30
realist,1.36748539790281,-2.159970066949277,-0.18435527552817985,195
bisexual,1.3657976135927858,-1.175534930515858,-0.6960824555888896,307
prospect,1.3655885366835279,0.1218562460870324,0.3969097921076202,2190
pragmatist,1.3576150447125976,-3.2028152636032505,0.3032273676474096,27
designer,1.3211416388194042,-1.5913213859779038,-0.9134614385009496,4170
prophet,1.3210668975791628,-1.6785902650154334,0.7884416838062291,771
lot,1.3067101251545736,2.364301439697577,-0.010080007519607874,7561
humanitarian,1.2772154559986986,-0.5654400113599745,-1.3657168883307302,711
stripper,1.276860446219104,0.15610216942664745,-0.8462201063998858,248
psychic,1.2762015201804437,1.4855602710596703,-0.3804622975817925,439
amateur,1.2717694540599973,0.25200990344811025,-1.815812596270868,2465
jurist,1.269275548031715,-1.011816186578948,0.5560934130733692,192
absentee,1.255838377495815,-0.011862175426621633,-0.8729292789503151,117
auditor,1.242909215647506,0.6386977055976156,2.6971484728376875,281
writer,1.2405829317387291,-1.360531715181313,0.905133957710206,19199
feudatory,1.2380384270332978,-0.5827687566790006,-0.9863781356458486,71
strategist,1.2368967009365337,-1.478022088051255,0.5983571698551766,162
grunt,1.235418862898998,5.124915829175338,-0.1612212517891751,189
reader,1.2245905067272354,-0.12882575268279522,2.772825227804492,4175
divider,1.2184731160735747,2.744671290986756,0.7838998387756088,56
zombie,1.2081032808488865,1.5676183380546396,-0.3693435381351167,943
pet,1.2043617276991472,1.7912773381025802,-2.264237089800849,1367
steward,1.203856214117962,1.3661084678392819,2.6472969728568962,551
knocker,1.198236951766606,3.8059044764770835,-0.4794286163316314,25
inferior,1.1951173329616067,1.366457661587516,-0.5262915455192109,893
idealist,1.1908055896542757,-2.2219828940967705,-0.06795088511842828,67
party,1.1861890874515209,3.8460352477286537,1.9037549679753136,30483
irregular,1.1748419015728562,0.612393411710241,-1.1827365524230036,1053
militarist,1.1676416841839796,-0.35867967303465403,-0.29159425210488543,27
spectator,1.1646551074873253,-0.4882859375401664,0.8982313368802345,1790
stakeholder,1.1582941359762111,0.022953014128197193,1.5882776340894411,92
revolutionary,1.1342177138443315,-2.1940174702680295,-1.915804800350647,3422
chief,1.1330991114052753,-0.9155994252906168,-2.0322957351434243,14343
logician,1.1310151150742782,-2.0461942016534374,-0.07843290308664114,17
sibling,1.1133604995573216,0.9317862474815136,-0.5756955300998078,1277
savage,1.1119642321816137,0.6748169910147201,-0.9263676935140952,1332
denier,1.1092229187290785,-2.117620461733792,1.5374638154243483,100
mathematician,1.0894836902395788,-0.7204273506314148,-0.36334967492603626,689
unionist,1.0810790796568623,-1.0220776151042796,0.20579304577187305,309
mailer,1.0777984621067933,-0.031292392640894014,-0.6861409305452295,36
national,1.0676057631673754,0.9964924022121046,-0.952768678609231,46210
anatomy,1.0618369527866611,2.3247542510273,0.325842309847186,1088
treasurer,1.0550537285546793,0.5436356948647947,0.9584850535891066,683
transvestite,1.0163977099593322,0.07531081775876568,-0.896558548244918,47
visionary,1.0040083455651527,-2.182514620824859,-0.9566719633333083,226
heavyweight,0.9959070520850779,-0.20977996212477226,-1.5239599619689237,1845
regular,0.9910177062672167,0.07667006122860703,0.0005707428393518498,10668
oaf,0.9828001773729688,-1.746706295007562,-0.8321358701019228,11
pathfinder,0.9819551637577333,1.0592478364511773,-0.6038570967207415,114
whiz,0.9603447489947349,-0.5024227888042126,-0.823420302798423,37
employer,0.9538831258059023,1.437061914251341,0.2016898525186185,1263
trainer,0.9458935325137012,0.8499352497007051,1.3588572372954462,1020
oiler,0.945793116368341,-0.12213983095418435,-0.5909879175707777,590
finder,0.9422226628125565,-0.054663567702165995,1.657825782585139,163
wimp,0.9393853873582303,-1.0937100351475715,-2.145115815300217,13
reformer,0.9387288091634008,-2.1940016034483234,-0.42027524325522503,635
competition,0.9374326666121547,4.503619394266275,0.6965729852379828,10108
philistine,0.9338169092167535,-1.9195260751471108,-0.9966558399232167,61
tool,0.9294746799964515,3.15919944737386,-0.8189559101021209,3022
turncoat,0.9180234525834576,-1.6559893194491095,-1.0233798459602022,19
trimmer,0.9152974647935985,0.4169336354613636,0.11992577663348541,214
estimator,0.9109311218044644,0.8602113145872974,0.5625280647100126,12
fastener,0.9036365052694602,3.1247606871033655,-0.5527086966902374,21
surveyor,0.9011698168390718,-0.3110956120291858,-0.8542243778621426,524
warmonger,0.8944163081327265,-2.331860107808249,-0.4289264957611199,10
assistant,0.8903015613340506,0.3329571373468731,-0.4889605759078454,5764
author,0.8856437538928456,-1.8461429560801526,1.9870704175827365,11101
attraction,0.8723568273417818,2.554303022488993,0.2731560637248008,2317
judge,0.8694010124348458,-0.10758759353954321,2.0074787946775308,6788
apostate,0.861937744492773,-0.025274970709343373,0.37880546190306585,36
scholar,0.8554583583039788,-0.4365029940134363,0.8020289081906038,5654
rival,0.8542024778255853,1.2366875605884378,0.021433597573022826,5189
choreographer,0.8505488725552994,-0.6583597339155373,-0.5279253282235183,411
hedonist,0.8489938261212853,-0.6129032155915207,-1.1776570182069617,11
hobbyist,0.8483127036412248,-1.3137762007470548,0.512636012294235,72
nihilist,0.8440949391980779,-1.2544279407543428,-1.434689251538303,23
technocrat,0.8438888114214611,-2.2602838421363494,0.4056125846285152,13
listener,0.8287346664531493,-0.102942848434492,2.807527253048022,1403
layperson,0.8219978634703901,-1.7227549938044042,2.6140096764969516,27
pariah,0.8156976414557886,-0.8746329261737065,0.17775860237140698,41
repeater,0.8139553658609072,1.0134060070398911,0.27216797659596664,47
host,0.8110046227275062,-0.3295947567779695,0.20969621839163152,7023
mineralogist,0.810792750965162,-2.235854608364461,-0.19873003321561222,29
spearhead,0.7999318735038118,0.8162616803185201,-0.7930392034670644,173
holidaymaker,0.7928831733849941,-0.12990519973062195,-0.1955577181537679,17
revenant,0.7871353663494293,3.0385359270342436,1.4883239922095621,94
creditor,0.7651199885065556,-0.20802259507994625,0.7403663168264925,331
homosexual,0.7572416792423011,-0.3061152883718801,-0.18912765833748618,1014
spotter,0.7539433195015153,0.13697025907289,0.8594419924548229,131
category,0.7429785226081019,3.396681177187427,-1.3481808436121367,8148
signatory,0.7255618529132634,-2.4370927631409427,-0.5330216155634837,290
modeler,0.7145857655725871,-0.42062575245735834,0.1487351000500854,21
destroyer,0.7115186676521308,0.28186555526705914,-2.3982472003112614,5290
changer,0.7089703445598446,-0.5688081802875641,-1.1213536130949082,70
therapist,0.6997940528472131,2.151870173802399,2.5106031201652654,220
adherent,0.6765552789761724,-1.093132361148331,0.5796048397290413,418
creeper,0.6574608487822245,3.7133118709235036,-0.20829955552513177,79
hearer,0.6564146352551705,-1.0032818423527454,2.631469447431428,21
source,0.6502998199235116,2.1673244896110595,2.4838481513257284,14841
consumer,0.6393825763027168,-1.563960693010797,-0.08678094269897106,1785
artificer,0.6392875167058522,0.5492936109016302,0.4205755635990369,19
savior,0.6298511244798506,-1.1330933656264792,-0.7845346831011194,215
observer,0.6287012690833754,0.8363652194192521,3.4506584871468524,2919
metallurgist,0.626954876048972,-0.8751493395458153,-0.2504247431729576,39
face,0.6268045327827462,3.5575318880439726,1.1490271146961042,12406
parasite,0.6203031796654938,3.3694358707458467,-0.30911384303678163,1169
master,0.6168389194164525,-0.6117278446761658,-1.0670797688085454,8109
blogger,0.6126064871267669,-1.3657200927530995,1.2442105052203434,251
crusader,0.6087410158257424,-2.6354068655383625,-0.7962010770739041,1143
lawmaker,0.6027322814750622,-0.8491324965974083,0.8624461538586881,137
doubter,0.5989407581673732,-1.6863652719076794,3.534739543247842,23
owner,0.5741717071911472,-0.9681583898842645,0.8793227402140114,7251
logistician,0.5538503611831319,-1.4455767349101083,1.2607016235924824,7
liquidator,0.5412243181776378,-0.5345819911645054,0.9467031175541322,17
scout,0.5389193238930744,1.5186821989775126,-0.3332121565656419,3159
collector,0.5270892305866247,-1.9341978076336253,-0.20486271348669408,1881
instigator,0.5230053321905521,-1.0737243795110782,0.7824843644423534,98
diver,0.5195045850504529,0.1593569275143402,-0.4800419070163533,984
gutter,0.5190771713212189,3.403722593225051,0.8754334513328716,96
profiteer,0.5068661033435312,-1.2693424116383507,2.2087358743482173,12
topper,0.5006634354742774,-1.2359123252315722,-0.3075983630176706,162
sacrificer,0.47820416113958064,-0.9203942692638795,0.8270110809763197,7
mentor,0.4771039734734507,-1.5767648631129458,-0.45437315433414505,965
sissy,0.4525674139288676,-0.982931878519221,-0.4239226987510343,21
translator,0.45151510944449763,0.7960734365060008,0.6185522297276564,450
scrubber,0.45060980045442395,3.6505096474910057,0.2406933512172646,14
lunatic,0.44614051810565414,0.13910119892746076,-0.30505188311727377,191
banker,0.42976258724085575,-0.7637519779360061,-1.2655549322551147,624
scab,0.4252402038960525,4.487646392510127,0.1861235056727002,29
unbeliever,0.4246225850541077,-0.7770193025586222,1.434755257152692,38
volunteer,0.42282931644265453,0.8388823927480629,-0.4887590035750258,3677
spoiler,0.4202297725659492,2.5935935740509417,0.8806372916773453,145
occultist,0.41612714026334174,-1.2449551361391153,-0.24482293125863192,92
animator,0.4136041093807239,-2.03162724791098,-0.5925045159283969,1127
financier,0.4112265876484538,-0.860874798287027,-0.15938450553052527,243
gladiator,0.40651344723721655,-0.18507489515790299,-1.110486919191762,358
expert,0.39876668337226856,1.2952584517759982,1.1717202869464813,2833
contractor,0.39312539545803876,1.4694623883328106,-0.14971232157179418,973
junior,0.3888172918849223,-1.3523742895682265,-0.5687893382541224,4783
guardian,0.3877565499985598,1.630733805510859,-1.357091996446507,3600
beholder,0.3823019789114736,-1.972755054395036,1.1663795960086614,57
freelancer,0.3750119399460265,-1.2646498974176807,-0.10298322430244099,81
debtor,0.36172518376598,-0.5808907014694064,-1.3238132890367516,206
thinker,0.3613467125290101,-1.4782711462698603,-0.22153935122128757,331
dissident,0.3590106110661831,0.07524658730703271,0.2901203287963988,404
model,0.3509235195754017,1.5567739175165545,-0.7240836787459977,13343
boater,0.34892590136405294,0.4525087211083942,0.5165409672393441,66
sponsor,0.3407944772362358,1.4286073057429942,1.192660032185558,1230
survivalist,0.33931239172359673,-2.7492041306550923,0.20619893827144642,9
revolutionist,0.3300138602455681,-1.3912075383076543,0.6254917939828495,22
professional,0.3149583980559215,1.3005954237204378,-1.1962732160087315,10434
occupier,0.3142489846615773,-0.3643925639090668,0.8172671319338582,151
chemist,0.30699590715423386,-1.3159970272200452,-0.44737045796753855,615
commander,0.30628810978438736,-0.6623233491907549,-0.7547328087709215,13338
charmer,0.30118679502366946,-0.3252736759092475,0.7116293614443987,39
ideologue,0.29085543509324635,-1.06095704991948,0.8282041699834,53
protector,0.2900716796059216,-0.2802131204260951,-1.2095078218412683,583
wannabe,0.28879801367194313,-0.19656997750223407,-0.08800250379603664,119
capitalist,0.27705804788860583,-0.3653397466950172,-0.7540235441134823,443
reporter,0.27530396962659504,0.10489580593855469,1.5058640293105472,3118
technologist,0.27365972114170006,-0.6898615426554924,0.9701158975526257,20
brute,0.2671367047507673,1.2539663433850297,-0.5699596739007063,231
commentator,0.2629077242809642,-0.13793877149623598,3.4178650219021764,2151
virtuoso,0.2574860319659101,-1.3385428119347778,-1.0562328921987811,188
builder,0.24943544641953186,-1.2065168384470446,-0.6421107472248585,923
pasha,0.24255174351502382,-0.00015236829962874564,0.6024875962381847,588
being,0.21996039828851266,1.2897957757135918,0.2959169108735841,70106
hopeful,0.2144946367183952,-0.7748162584115053,-0.9548278151510866,286
senior,0.21392254080395018,-1.527358654005383,-0.9312110068438867,7238
prokaryote,0.20467232643761915,1.2202392832135196,-0.4802551588741419,111
horticulturist,0.2038575400375662,-0.584853457362266,0.5793674960510384,33
representative,0.18548906593278802,1.602573033024118,-2.0315321837629723,7269
cashier,0.18128480542081798,0.675800406566796,0.6490881584763386,69
fan,0.18059911483538235,0.6573877151343189,0.4148195431669051,15390
fucker,0.1776739801214223,-1.2284842092568045,0.04294406945675615,14
maker,0.17460777781341985,-0.41814942147603945,0.07059633041088588,1644
replacement,0.16832978130112364,0.6350755115901697,-1.364146901310605,4164
misfit,0.14989721663149227,0.8242606301511513,-0.10098803614496335,113
parliamentarian,0.13297888024974155,-2.022154350874351,-0.12270328719960302,453
architect,0.13095523540938953,-1.3940439670939289,-1.0221068622336122,3629
pedestrian,0.12274909551034793,-0.011148060840549898,-1.5322550464275186,817
nerd,0.11575053738705883,-0.946124358601996,0.847619770123414,130
conquistador,0.11539224297259522,-2.0858298328336615,-0.2883824565914682,164
cosmonaut,0.1086281384409069,-1.1655041040716447,0.3374468433658808,140
midget,0.10222008907375724,-0.03626081143903093,-1.3284847667737367,246
engineer,0.08690901996729888,-0.3457209068842636,-0.24030092787714954,6884
preteen,0.08660966889206223,-2.4353053367480846,-0.20366804683214243,26
exponent,0.0782013004469052,-0.17118234766726154,0.2664742664732671,241
payer,0.07566046644627492,-0.5020907820670772,2.1822567130989388,60
resister,0.0745844438952651,-1.3253368548619329,-0.46716084377773903,38
