Noun,PC1,PC2,PC3,Frequency
starter,1.2072511197419495,-1.9079425424007788,0.853853631327858,1165
barbarian,1.2048343533034565,0.05666132675950437,0.3758230201599747,481
planner,1.1977402395892482,0.028717237985054454,1.9791211404695033,530
comer,1.182326539151409,-0.9048265246571368,-2.1340707270986035,86
divider,1.1785606625214007,-1.1101650028311076,-0.7427634582845597,56
supporter,1.1744132554986582,1.655671250525554,1.0803165021529817,5437
observer,1.1728327322584342,0.2575584398498577,0.41205254059937635,2919
internationalist,1.1688276712235541,-1.0646661037549,-0.5939353355983018,112
secularist,1.1608309874548701,-1.5322301671619487,-0.7514280463556442,16
administrator,1.121123677382943,0.03241108279643389,0.5808030008912101,1274
engine,1.1182814601461177,-1.647129574041641,0.5438943885325029,11862
mascot,1.1111688327946938,1.9041740512077052,-0.3477967328676858,829
hulk,1.1044695206701232,1.2909432778643761,1.1482402939170984,720
mutant,1.0969785518215613,1.0814257618262724,0.19178205076181998,626
source,1.0903563849986095,-1.3159388984194276,1.4874004160822705,14841
rival,1.0881055938471333,-1.769671858740864,0.1824346578709798,5189
psychic,1.0764619357477456,1.7589445609569965,-1.8951058717698857,439
striker,1.0179022764410455,-0.4448519092261337,0.7713217120667487,1310
plantsman,1.004802970827672,0.663723284911847,-1.7173620744702947,11
courier,1.0011329480492788,1.5936256550716843,-0.7326727531165035,512
boob,0.9861716497417746,0.4884430068790907,-0.07702963703592251,29
pleaser,0.9615456225256549,0.6266157823082071,-2.4575970617877196,28
ancestor,0.9532337398284942,-0.7464148355651735,1.4913991733982335,2019
chicken,0.9514397410217069,-0.8666490980688486,1.2060611473001728,1468
learner,0.9487363050086819,-0.16748996888887036,0.8915642515442803,89
renegade,0.9349749152711945,1.311277675136092,-0.206203907758327,228
splitter,0.9135991639686319,-1.4450187578425875,-0.35917109202115755,58
flake,0.9021034350056754,-1.6409328854918988,-1.7221189439659697,130
islander,0.9000414170676635,2.0664543740563293,-1.2967070468120987,792
treasurer,0.8957063763215352,1.8382453105010859,-0.06394960733021322,683
sibling,0.8895218870888989,-0.6201736104222099,-0.6005568673354865,1277
shark,0.8891459435520623,-0.5357879284624277,0.9175481282112531,5499
senior,0.887021073439754,0.3843095350646098,0.12651423791627442,7238
classmate,0.8845089046990261,0.5943460734450517,0.8642400968291235,643
antagonist,0.8743634704724957,1.165829648322206,1.1682285244865234,1229
analyst,0.8702892264117776,-0.23199123256807694,3.156293837263323,1011
parrot,0.8651855078837859,1.353498980688367,-0.5600750773086179,759
fox,0.8603955266713154,-0.8447486006035064,0.6517836556200562,8609
wiper,0.8495028347865897,-1.1508392555351037,-0.8426202560332511,20
powerhouse,0.8435884154672467,0.2669130086472895,0.49831858811307067,246
nestling,0.8421483382528865,-0.11766961979087079,-1.958976663797958,272
catalyst,0.839032250616062,-0.2830118241837703,0.7388391659552526,547
opener,0.8317358975699417,1.0727198873692547,-0.050267564226401676,1060
jumper,0.8279112634730558,1.7649307030849581,1.0136563175538962,338
slider,0.8215495848277977,-1.0861216708875867,-1.0101804353384627,152
maker,0.8091078838198675,-1.5613148148209135,1.9586534671988824,1644
hanger,0.8048396630116071,-1.6297892964804321,-0.8782352804478695,86
collector,0.804546450125082,0.21959415864087217,0.6400950766021778,1881
professional,0.7407629817990233,-1.4295027869613393,-0.7919480935603634,10434
destroyer,0.7362684247712762,-1.3607851676047262,1.96130771613825,5290
oiler,0.730830229334746,-3.7148716132513964,1.3693719310808419,590
specifier,0.7268152598202051,-3.1884431522422068,-0.9465314696095899,8
specialist,0.7263962458869918,-1.3392629960168252,0.5457254962388631,1592
spectator,0.7219253189665475,0.3922914872511744,-1.0262992756406746,1790
chum,0.7166679507854309,-0.678928310642553,-1.9355144610099786,62
investor,0.7024070023477572,0.3288141044849175,1.7474108980855254,1248
holder,0.6974901842257136,-0.5528837648979389,1.6235896899400586,1316
reformist,0.6881199269849125,-1.7613101401178806,-1.0764797779315751,178
lamb,0.680558677013329,-0.05961727667782307,0.5065943537950025,1208
smith,0.680532882808873,1.4722743046062772,-0.8319849112986392,12124
missionary,0.679615809715493,0.4290823629063093,-0.8787709678683506,1668
volunteer,0.6784979157263453,1.069483234879012,-1.2719152851097404,3677
contractor,0.6748775725758699,-0.45932279910203816,1.6146987965615207,973
rock,0.6719520010633001,-2.2748578910162305,0.29633069230061254,23186
programmer,0.6306950025525128,0.44368810946378456,2.144896293062029,651
explorer,0.6093251651466627,-0.7724929759973713,0.9956320997492935,1410
romanticist,0.6078824297519916,-1.6661509189850363,-0.5732498776015879,24
juvenile,0.6017912991764794,-0.5056120754575453,-0.005089925358145999,1987
geek,0.5982471264092672,2.8059558463492613,-0.3733896805312563,345
lefty,0.5929276315559432,-1.3980358251084901,-0.40405862370734125,94
avatar,0.5911475843020876,1.7237435360385023,-0.7504044674804449,1070
steward,0.5832830253120485,1.7458167634313313,-0.8342272196903117,551
follower,0.582543982560537,-0.5552706791657334,0.31216591814249545,2032
guide,0.5650950846486269,-0.08680603693864208,0.2887201728287704,5052
chemist,0.5468571770220967,1.6189349191332327,0.10660085095986994,615
associate,0.5416433676292486,-0.14850849787586837,-0.10147140814934279,2943
retainer,0.5317310555068101,-0.9983681796782197,-1.3428179461014091,185
secessionist,0.5300618495078635,-2.2091598274290907,-2.0243819481778313,119
zooid,0.5288495697949391,0.746414671128159,-2.3343991215626714,90
bomber,0.5181083346453033,0.4566440450598154,2.38393873814607,5051
correspondent,0.48383485988084063,1.9412100366621026,0.72055575612523,901
profiteer,0.4814632299615484,1.6804091678102058,0.45126937488411417,12
householder,0.47907816943859843,1.8148599204586837,-0.3987836933844315,161
presenter,0.47642929090729735,1.5822601782843497,1.2201695971913782,456
scrubber,0.4710508508995658,-1.3533136069934697,-0.6276625973773579,14
choreographer,0.44468008993222935,2.697404149061952,-0.2537936045785949,411
bum,0.43963615317521765,3.8161869271134488,-0.7391013385389711,105
surveyor,0.4229659407539394,1.9466920760654844,-1.105769312639547,524
dreamer,0.42148132234811575,2.8560060964271,0.5241503316186971,291
astronaut,0.4051129257914153,0.3676196114198327,0.15579190931847697,871
grunt,0.39259562819017335,2.439746090473119,-1.8683844766972029,189
democrat,0.3893250983945971,-0.47512335930363253,1.0985238351824753,3155
dropout,0.382354056859509,-1.9885801533048406,-1.2342239491654852,137
creator,0.3759404433474463,-0.08288217925967313,2.238212925166387,3821
roommate,0.3731905354564749,2.6246983628225924,0.6436646103374675,289
mortal,0.37244739415821765,-0.012042152518298013,-1.4664944113555638,1116
genius,0.365925857443651,1.557245721010924,-0.16135959395529412,1281
listener,0.3632970257203556,0.6744112057098757,0.3399937402427557,1403
neighbour,0.36206332973793715,-1.1114227906351288,1.0167331934964443,1286
rounder,0.35226387334745596,-0.8616841343250913,-1.4128442090413638,274
interpreter,0.3413741736255213,1.9210708032936143,0.015466854129897107,413
originator,0.33241946690037544,0.0999339173491868,0.6603831155135389,105
twin,0.3227474793900131,-2.384688571601594,1.190821761616445,4236
savior,0.3221012382510115,2.7404176572678147,0.167496855401685,215
employer,0.31878570096833125,-0.31872500736394754,2.129206948009282,1263
repeater,0.31291559773662175,-1.4055372117351024,-1.0672474939425154,47
host,0.30624441487325754,-1.371014741578592,-0.6971348776783838,7023
comrade,0.30401500319030483,1.159308194097405,0.8726406781548856,558
modeler,0.2888032518301244,-0.9947631471760664,0.3071261455261759,21
veteran,0.28724964776051515,1.4515809998184954,0.6360185400578713,3569
washer,0.28666929490292725,-0.47616383045366234,0.6931271038050391,42
captive,0.26531859207228714,1.2394332785320235,-1.564244191583821,1416
boxer,0.26223882752190186,0.25910538389361726,0.4532380973988305,679
cousin,0.2450234162696406,-0.5231589326756418,-0.013966275416223304,2632
revolutionist,0.21571431676305408,-0.8760204719913772,-0.7259863710242226,22
guru,0.20932510513267336,1.1601005225586325,-0.3329173710049714,429
representative,0.19280158171629422,-0.6192331854391762,0.1024439582992803,7269
knocker,0.18959209112200134,0.721879737797995,-1.292815888845815,25
superstar,0.18603458447805868,2.138848018780611,-0.03164013280325957,775
relict,0.17850593063122572,-0.7209888887086765,-1.4011045410956575,51
lunatic,0.17695341118212438,1.8339033667157085,-1.099723982014805,191
disciple,0.1729544334682752,0.41776585155094625,0.6656461576106231,625
copycat,0.1473922304770506,-0.3473606767030543,-0.2312870998232048,51
bearer,0.14726163583007917,2.3153754229323655,0.11086131141779502,524
receiver,0.14259744270950378,-0.6458705965376763,0.9358110763493355,1421
virgin,0.1170629281942235,1.1142646959150793,-0.31380018647808916,2279
asthmatic,0.10883662955943697,-0.5205078942183524,-1.7839268824951253,38
traveller,0.10677609571815672,0.9623203559721646,1.0142039702069507,634
workmate,0.10654864365082099,0.738827956598348,-0.23133785057952538,8
adherent,0.10297832132257544,-2.3565064072464503,0.7706726852951398,418
researcher,0.1020378944168662,0.9439078837526866,2.472729747816034,2598
rationalist,0.09201703134883785,-1.406556519310843,-1.0130562259793883,61
fugitive,0.08501991869758108,2.333803401592944,0.1472828810441931,487
weasel,0.08362988366706801,1.5181237506921592,-0.08395577416017799,276
logician,0.07303594563060756,1.0712322942448134,-2.0286664672142454,17
millionaire,0.0728807696581246,2.8499529762225455,0.14236882479653995,540
star,0.06096064238433105,-2.418034305606929,1.2556917029889187,33474
prophet,0.053390958749876365,0.2607790699939012,3.2987648448074154,771
builder,0.04225943229996686,0.056261763219694214,1.6925288021240033,923
blogger,0.04130845623804705,2.8717014819773854,1.8098771616884266,251
looker,0.03417798442922048,-2.202268663992149,-0.23201063978372458,11
foe,0.031793838020381646,0.2993479589414707,0.15330479821866488,562
author,0.03176489821130449,1.3525304374507636,4.312235061266925,11101
achiever,0.02382190800455033,1.2786762328999774,-0.3898633897113471,31
companion,-0.005038628434445293,-0.7876081591628579,-1.508803416116422,2853
philosopher,-0.012022927536894339,-0.07174309856764369,1.4099869100801794,1598
adult,-0.02699462654997055,1.37735038413592,-1.054311421386121,9103
dictator,-0.03373780414500647,2.178090376314093,1.6568061852304636,627
dupe,-0.0542774638819097,-0.21833340045715757,-0.7494862230593229,21
potentate,-0.07247549752890771,0.5322779155307499,-0.18183765577390207,18
entertainer,-0.08181212230112868,3.498167198815839,0.7795565448418648,590
peer,-0.08867346351703656,0.6850883080782172,0.01940149700236558,1542
materialist,-0.10221204168161438,-0.8416230837856169,-0.7082370433734964,40
offender,-0.12375968296958849,0.8727082987030969,1.7305503684705132,349
isolationist,-0.12460416707983994,-1.4635571043701798,-1.5511150978738661,61
protectionist,-0.1276148063603242,-1.7964982374717309,-2.2266648198280055,99
murderer,-0.13431421391659795,0.14965478419505243,3.1451274804503555,716
billionaire,-0.1359455330838531,2.6980651630803743,0.07123694093090492,205
assistant,-0.13652339158941906,-0.15645969915451732,-0.8984235775375896,5764
pussycat,-0.1375586370839972,-0.5182625876611094,-0.6806390508555726,108
champion,-0.1424411710826665,-0.274722834212084,1.4887854530249724,9505
zombie,-0.16313037450101653,0.7564000899069298,-0.8948144496131171,943
saint,-0.16629096340863153,-1.1674829774995898,1.0063752073917431,9060
walker,-0.16755766038136674,-0.9930185989121644,0.7181314710673852,3008
parent,-0.17110475088365454,-0.6718518097938428,-0.8493690689909797,9224
expert,-0.18111360383634997,-1.9102188175974049,0.0997248854824871,2833
informant,-0.18225311124463323,1.8352025291633203,1.3764055975680345,292
recipient,-0.18675247057384772,0.22050164190946608,0.7239273666108139,1481
writer,-0.18954665095156598,2.8167807483495326,4.264256955800259,19199
traveler,-0.1954630384686537,1.3565118110038419,0.6919361583608455,829
model,-0.2005008794699378,-2.020013222039998,1.2331003971581023,13343
waver,-0.20292441910242826,-1.9229389658805298,-1.761403092765375,50
applicant,-0.2124026502377282,3.2858250439237473,0.6667232829480136,654
tourist,-0.21643907945842344,-0.27867656763145343,-0.940308622077322,3046
machine,-0.219529809334431,-0.9921699488414475,2.6200713206260335,8820
sultan,-0.22246682319455316,1.6934711882296407,-0.22473651355209678,1839
addict,-0.24780089089998347,2.4489320482604406,1.7197251002034653,217
spearhead,-0.25327471909027144,-1.1003520903363602,-0.7555960313814283,173
loser,-0.27458809939509715,0.5568797823973652,1.8121274229146835,433
subject,-0.29175451194740776,-0.6230961365780785,-1.2241046575297012,10965
benefactor,-0.29558028512340306,0.9464523171548368,-0.017093657602618197,281
fella,-0.2963817320429708,-0.6323836034422312,-1.5650116977311925,69
announcer,-0.29813573378452324,2.12527324928836,-0.9213834837731297,423
adventurer,-0.29948090850305664,2.4884877565314825,0.20023677777057494,344
pitcher,-0.3044744828685583,-0.7555364959662139,2.405721749866526,2335
scout,-0.30810696830775053,-0.4020339034087254,-0.5315591969020258,3159
master,-0.3218511620286377,-1.1523321887362583,-0.6124033475832937,8109
physicist,-0.3298399411918034,2.726775194572368,-0.2777325801636748,994
federalist,-0.333559313684618,-2.334137970760641,-1.633988780660678,538
suppressor,-0.33686386093927223,-0.9322894938323312,-0.6461337698031486,50
biologist,-0.3507671520278686,2.838659947630429,-0.8672934593596008,530
healer,-0.35811407241481796,2.267884952817296,-0.4718470601070947,136
protagonist,-0.3626356778278002,0.8546902811901591,5.834877028404209,3547
mathematician,-0.3883390275363846,-0.517963833564454,0.7002127570994686,689
realist,-0.3897330997237181,-2.1725702584049067,-0.6377377696578439,195
sovereign,-0.39268032481824233,0.9622809230291958,-0.8854885625990684,1393
mentor,-0.39502276388384894,2.041047154227704,0.07422069538135681,965
strikebreaker,-0.39551897985618073,-0.33145496621167075,-1.0837514398783288,30
topper,-0.39762193411822816,-1.217051235649219,-0.25429767452609797,162
owner,-0.3990468713201857,-0.2189277542079019,0.9535728623979985,7251
challenger,-0.41107168512239056,1.575010812630675,0.43832869421887694,609
diver,-0.4123912432832626,1.7942043506152165,1.5048777631766783,984
defender,-0.42180811878079455,0.25826826911621625,1.734124178628404,2919
pansy,-0.4218646240347743,-1.681027937673212,-1.3985201063332415,20
outsider,-0.4225087296276388,-0.9204474323822289,2.58426609730948,507
inventor,-0.4243610522631212,1.8306874936007682,0.5909027409715086,547
pupil,-0.4413740528566523,0.21284509879203714,0.857181855121175,1820
descendent,-0.48626156709539586,-0.7399531678701539,-0.4401679038646999,117
banker,-0.4870187910446478,-0.024100471850547,1.8150090554088616,624
messenger,-0.49181740500220295,-0.5882998699888632,0.6354699401217361,889
chieftain,-0.49471980466661225,1.3012669644594805,-0.7092950704806008,399
teen,-0.5006181514177751,1.1445681466400353,-0.8477258384727995,1712
respondent,-0.5096015265464077,0.6238842546942207,1.080950137646305,359
spouse,-0.5130509638676841,2.07984939031551,0.8865110520533835,281
grownup,-0.5195975389867835,-1.2505575849540023,-1.6713370681998891,13
user,-0.5237897842064113,1.2040793983459115,1.4541123563418186,3735
wanderer,-0.5254653294203027,-1.6226063286071462,0.1632778411875359,916
idealist,-0.5312588516524944,-2.442740784745845,-0.6265388575662922,67
bull,-0.5379639937698316,-0.7247303542478538,-0.11104654542866349,2281
designer,-0.545209896427219,-0.6504380754800451,1.8274109816494695,4170
tyrant,-0.5626011820456113,2.0838288029753467,0.8324000219318909,429
novice,-0.5672055708936611,1.362827371198011,-0.5212513111579579,171
resister,-0.5848779292405428,-1.0525361093809085,-0.8959190831608576,38
beginner,-0.5935598640168924,1.1454088751938987,-1.6525013621206925,137
sucker,-0.5949739055800612,-0.538886227953486,0.4224860714177811,221
navigator,-0.6025765679653423,1.3042209246807133,-0.17148650583590538,384
leech,-0.6193650994728372,-1.740653046797368,-1.613021215969134,264
elder,-0.6295318461887629,1.237106242448754,0.36834299639919643,2499
wannabe,-0.6362929650263084,0.6904136118734758,-1.532505738940976,119
beater,-0.6394730647061122,-0.8012863491729826,-0.7045697657055462,57
