Noun,SV_Simple_s,SV_Simple_p,SV_SubjRelClause_s,SV_SubjRelClause_p,SV_SentComp_s,SV_SentComp_p,SV_PP_s,SV_PP_p,SV_ObjRelClauseThat_s,SV_ObjRelClauseThat_p,SV_ObjRelClauseNoThat_s,SV_ObjRelClauseNoThat_p,RA_Simple_s,RA_Simple_p,RA_SentComp_s,RA_SentComp_p,RA_ObjRelClauseThat_s,RA_ObjRelClauseThat_p,RA_ObjRelClauseNoThat_s,RA_ObjRelClauseNoThat_p,wikitext_s_freq,wikitext_p_freq,webtext_s_freqs,webtext_p_freqs
agnostic,-1.5470699368154117,1.5257135674024316,-1.7334002453368926,-1.9319542775846463,-1.8859769649767748,1.8743115304848603,-1.4765785655237122,-0.5230061055639277,-0.9773551793330306,-2.593158111187323,-0.06714239393195737,-1.6976583021965017,0.341367075766644,0.2730767634447588,0.12199205812285263,0.10527693875753866,-1.325027069067008,-0.14963146618807752,-0.522196480525666,-0.1765997562484196,128,33,7839,2295
agonist,0.936056675638513,-0.9808528192812578,1.3201921266922179,-0.6403278833097497,0.6433328536744078,-1.5303992101793051,0.5418677921272119,0.8731456033468055,0.8584608994276445,0.8932969378386497,0.5303734182411732,0.7570784955480041,0.5508895119123544,-0.4673254886448713,0.7055232045161357,-0.9035257467935968,1.1733341812612208,0.6462327629842887,0.8609464392736673,0.0015572947415799648,74,65,4617,3250
albino,-1.7406154296559178,-0.4250808415194674,-0.09999833398242355,-0.09053400118847538,-2.0534028309058048,-0.05750147245022592,-0.3923282132095296,-0.2646449404827341,-0.14644364476888228,0.4311650449750958,-0.7341807716432137,-0.18885690653170745,-1.0798186117928124,-1.4419122552806043,-1.3251795436573088,-0.9195220892622373,-0.7356626615561168,0.002947786173684991,-1.3308600069591474,-0.712115327793592,85,11,4706,945
alchemist,-0.5642008456896539,-0.6565253538187333,-1.0562575153725318,-1.1440897287032465,-0.5310146443177224,-0.5854726845879111,-0.5810930980031173,-0.9655471830447915,-1.3300934704065486,-0.5234294513310525,-0.05683248604535021,0.0017177411233960382,0.6250486474223927,-0.5271346922319058,0.6276641133710328,-0.45411817567060175,-0.6883637969845258,0.009106840523653445,-0.10188350856258256,0.4103351878113245,112,43,5713,2082
alien,-0.5689828716872262,0.8496560324259248,1.5810970431036757,1.0789429105465322,0.11572688553033197,0.7490346364166273,0.2831439357078862,0.7905992723102098,2.096134800333374,1.5849462919107182,-0.3377774566573194,1.0816923426636196,-0.457073501212236,-0.6230076357390169,-0.44383643505666853,-0.5678865699289388,0.3387258523603316,-0.42576360461251683,-0.1432035549219539,-0.6332572187762499,3286,1309,134423,59864
allocator,0.31579161127989164,-1.2109944691508963,2.90069795241218,-2.6622285793011407,0.43924255817041447,-1.5013275372746455,-0.34951121685469877,-1.0286598501936608,2.365668027559577,-0.9036026497716604,2.697969351664544,-0.009011915043436597,-1.1694080371504432,-1.790214588901191,-1.4337022871130638,-1.2894215403721017,-0.826387047392173,-0.6243309904413603,-0.975370137114935,-0.9183371022860253,40,39,2767,684
amateur,-1.6411960972454642,0.3402308861566454,-0.1413593610794081,-0.2868445974834667,-2.337666668992741,-0.3927418614210148,-0.7614206760304502,1.0788494744675723,-0.649181177172443,0.43113725099699873,-0.2001560627171879,1.1003858316681558,-0.4495312510741545,0.23574067106169935,-0.9681908888103719,0.5351786220920887,-0.3606546618214185,0.5122873663546786,-0.42445056404544435,0.3012782811654994,2233,232,67648,7899
amputee,-0.7599674391267464,1.2074634938548505,-0.5398930193988567,0.6818589978991768,-1.2493078390743846,0.6735804936648477,0.06552449215153984,-0.12612783463158042,0.33777727493904197,0.5405918382520543,-0.8307044878315399,0.4390715387968446,-0.34488136826071625,1.190450454950973,-0.7078762197814643,1.3350489436262023,0.2590231191013903,1.6163305075028365,-0.789631670354169,1.0447030425153903,59,28,2353,1728
analyst,0.16897404729034016,0.5567023491604887,-0.6474848626261013,-1.031184982894582,1.0491609642085011,0.5503560713359489,1.1099647204388248,0.1981800529125471,0.1339092957566129,-2.9026943490822275,0.391110559455638,-1.2066589689335803,0.7531417592994115,-1.3848710524596337,0.7277739917203464,-1.4057235102256265,-1.0040649141600364,-2.6869230779275366,0.004050739196837738,-1.5594166212921907,462,549,140326,139030
anarchist,-1.436566537800879,0.20584798148882322,-0.8234572569737257,-1.1168803172845017,-1.2528671303552579,0.1463521533608277,-0.7026131332532239,-0.8153117143100782,-1.0840365160784935,-0.04604425936302458,-0.01979805626880175,-0.7663894798545838,-0.04775839418237841,0.2794184868853684,0.015089722268099928,0.18069095443616257,-0.7458326728331233,-0.25885983660339307,-0.6798632618966552,-0.36235972910022135,566,321,44060,26033
anatomist,-0.1275153712522355,-0.38853796009503316,-0.7498479187197888,-0.41928371941653064,0.6956214299652859,-1.678517915523221,-0.255442168163868,0.19497470845016687,-1.138016750711528,-0.8067077119506878,0.26227643567230907,-1.5785131817055853,0.6943805174091479,-1.1585195769276477,0.8032762826691152,-1.2462300853068702,0.2474072396013258,-0.7475625604418668,0.4024520640954606,-0.9202905326643724,72,47,758,396
anatomy,0.4091003717607398,-1.2455872492186297,1.3827262725535134,-0.24292809623608136,0.5666747950934861,-0.35502012651683623,0.10472342123622014,0.030795154382319487,1.8381913603881184,0.05205582020394574,0.7315439749091908,-0.6255304396382256,-0.6970812763654711,-0.9388288717894971,-1.1646755380016134,-0.8044349943127123,-0.46096380940402215,-0.14887996102400486,-0.25678252736381957,-1.342335496822622,1085,3,22446,193
ancestor,-0.6745388184050465,-0.9699814540502881,-0.29894378448001907,0.22191793287342695,0.4200918794726514,-0.3592437600914245,0.5179743742515246,-0.8668668563771349,-0.10118451963251393,0.3358224985201143,-0.444564283648873,0.04212632850483661,-0.2695012095530247,0.4888875202978124,-0.04769204268074167,0.37188013577713996,-0.11131733166472163,0.6344536069893751,-0.5299370996663064,1.066477185210163,931,1088,16543,40028
ancient,-1.0315315595275705,-1.1020233097560215,-1.8770517449268624,-1.3488378413327804,-0.8774981453472352,-0.8718008029136755,-1.9196780863307892,-1.4181071234379639,-1.9724516353667836,-1.877018029202714,-0.11975064362215776,-1.8365501342031387,-2.0182648487749115,-0.43000835748016025,-2.030645592114742,-0.4693421786303196,-2.1472137784250585,-0.3643961427702622,-2.1267998481510104,-0.3182475914650043,6622,134,314780,4919
angel,-0.15962745644780627,0.48738580518534935,0.7953939507686936,3.0788249693800385,0.9442070321015512,0.17315435924179032,0.7430394989972664,1.153352149660713,1.106147088246365,1.1831346834981094,0.45517080495458034,1.8673814941393112,-0.14508917261051058,-0.6326782826329319,-0.37844303206232777,-0.7700279024350347,0.6118022627444245,-1.1010537313617665,0.6998355742685377,-0.8532366258598403,2602,1354,71285,52496
animal,0.22127296678895866,0.6322532443053488,0.17996060455960053,0.6679697946542167,0.757013081898531,0.28209183149249706,0.5623883054852561,0.6203028246675387,0.42443621103792917,0.7483126399128357,0.44131854308858276,1.012002683725218,-0.5072467574556734,0.9798187026079315,-0.5559465642448052,1.0161342807383504,0.4677592060605824,0.895209212588753,-0.07600828198650343,1.838418775028332,5978,7775,376786,323086
animator,0.13732148292281254,-1.531988738823402,-0.4907592596188909,-1.403659139802574,0.5445219674781981,-1.1385221970568407,0.15959034369015568,-1.2439007014456638,-0.4252977907252729,-1.1749672798576578,-0.9032084694295306,-1.0530928262204848,0.8574109730489958,-0.6581245360850595,0.8570754978812983,-0.710932365654247,1.123414102631215,0.3442836827647734,1.1845706323873788,-0.04129987163555891,391,736,8445,7778
announcer,1.6240066941093687,0.8695036895007023,1.317439195464919,-1.8199197883575078,0.9152150755337709,-0.7220837939636109,1.4742549418582531,0.8595238324189265,0.28050614244118266,-1.8510817381746556,-0.4667990715398302,-1.345577023967269,0.7444413774836428,-1.2155543580244133,0.6559117566626806,-1.5569713403168286,1.0865545663452862,-1.3033150597040786,1.411627767758186,-1.1403606081010613,324,99,13271,4790
antagonist,1.1521674916601725,0.11973330088341874,0.38313588270232013,1.3957746795691608,1.056377027560461,0.9192431844210696,0.32729699688606995,1.752901161951483,0.6687707708321491,0.4783188377255715,1.6961451195599313,0.8690719348350082,0.9261286801678545,0.010793243076717174,0.9783992232229453,-0.5131042274244396,1.862968552824488,0.01316386322332309,1.8954070530345735,-0.7039794702593011,884,345,12276,6215
antiquarian,-0.6532521245170139,-1.5811757698311957,-1.0994637846190978,-1.5859121827360998,0.6408254305206358,-2.8865604938051757,-1.160369093023206,-0.8931972208795621,-1.173753115954055,-1.2034553908716468,0.31435939527021034,-1.9921948048431746,0.973839140365916,-1.175884477328122,0.8215615409665484,-0.9423066086891829,-0.27284289632198216,-1.1720696076544541,0.03259193842833469,-0.7679959478557623,296,37,1833,197
antiquary,0.011535039829888565,-0.9589922184558347,-1.1656097694954717,-0.8895726651745686,0.3773125678966757,-2.3292545311962205,-1.0290698662529443,0.16793267551419389,-0.34857052453149756,-1.3107966589187978,-0.12006864990440014,-1.3361454482683872,0.8721086864612392,-0.4477178977811516,0.6597434031060332,-0.7009261052564548,-0.20331859743046293,-0.8724717831235236,0.24996843137012736,-0.5410381623765143,61,75,125,240
ape,0.17436549889817676,1.205142064799633,1.128413343638459,1.1030792764759487,0.08140619239822991,1.7519882530432396,0.3421516693252782,0.4761186831447902,2.4200199726546963,0.9514775886327356,0.13155950186053073,0.9631944528802795,-0.3493065390330841,0.41664224989863863,-0.3082674908194892,0.41387016909908514,0.686603684168017,0.8682301484322764,0.06319072611862878,0.4681517299301669,207,372,11422,13950
apologist,-0.36871218582001364,1.1773569480257777,-0.9401533360613734,-0.45956778223982675,0.2134316815389335,1.283375776710355,-0.32967302365042295,1.1027908401566315,-1.4249280965453521,-2.3314770951290376,-0.8611355849742534,-0.06325629411947642,0.34300182021267817,-0.8783702285130692,0.8387768686920503,-1.0123733775857278,-0.06327596093009978,-2.0546383931258303,0.6467835215506481,-1.5306318348716466,31,24,4324,8652
apostate,-0.8095050872589127,0.9506717472071082,-0.4689124466018624,0.2066116596570621,-0.15323299150376354,0.7758701925037383,-0.40653873874449964,0.0013121029226745018,-0.601296747534978,0.5862946728550644,-0.521140060978416,-0.5896047120641531,-0.06436494153100993,-0.6223311441219558,-0.4674593206177785,-0.30626954010981755,-0.05149077208005444,0.21927387345364396,-0.030335369531309123,-0.8242309683415141,27,9,2730,2622
applicant,1.0439912760912413,0.7954290665775388,-0.8474381594927749,0.26466106697686076,0.41888661665189886,1.403203136768281,0.3407819411666452,1.0069489586525375,-0.5994244972807573,-0.5964153625034275,-0.9115227909954899,0.08003499661866355,1.3420246926618318,1.8433533603005432,1.4953030631132025,2.247489236515694,0.740796738998449,1.506737809191592,0.8636416421644081,1.2268768143926763,269,385,21197,49503
appointee,0.3932784907538059,-0.8323875503969188,-0.1334610804221722,-0.14149156111747013,0.5220304749984856,-0.1705210696814924,0.15988450739700344,0.2329814414290561,-1.201185685378399,0.46617624736029856,-1.069799386150856,0.37597816360125,0.8406618822979233,0.43244070828952497,0.9131119840115844,0.4551365708915447,1.371898915180247,0.3996728553523495,1.0472951078567483,0.6776536421994654,73,147,7152,11733
appointment,-0.6450325196410194,-1.544845965625886,-0.5025735964175616,-0.9773589745937692,-0.9206233319574564,-0.6090381763411904,-0.6502391301521206,-1.6754304042650188,-0.9523115160996406,1.0296996098788198,-2.0208158086697305,1.4907308713982867,0.3072498318018054,-1.8662678809585977,-0.6312984094943037,-1.838507958053321,1.2469833911439088,-1.555508594668767,0.5373312103479637,-1.7827281817822604,2742,656,84329,30798
arbiter,1.077332903220651,0.2778891519894944,-0.4634902541341439,-0.4907799811872972,-0.14038912599592052,-0.12298676181210709,0.4047294102065575,0.0998273548655567,-1.0921653013659425,-0.8847068628928005,-1.0402573543324072,0.3475272027399321,0.6167853804120752,-1.2445722562093489,-0.09279247919281947,-0.737727944874127,-0.48031804183968063,-1.4328345440737562,0.05332759638546146,-1.1124626191321476,248,22,7407,2643
archer,0.7548482010006464,0.17062637502200975,0.5457043066756668,0.46637595699318607,0.7518626659549952,0.3302711164739036,0.21477029215299678,-0.6323891156905436,0.43872973218827477,0.6272768329489413,-0.49338239251204163,0.5097565309395007,-0.00401263655479019,0.03194212511800186,0.3620487380258358,-0.04212320018168608,0.3566760403319592,0.3364369732861296,-0.04121454517434195,0.7473207620917278,950,324,21385,4952
architect,-0.10677491786147321,-1.8902956526502537,-0.06449920358311184,-1.5960309507220387,0.34021063511454464,-1.0330286007146106,0.17602543383980757,-0.7381054420632542,-0.8542707095383815,-0.17696939221938884,-0.31537285205370935,-0.0554793583249662,0.8408204230112293,-0.16018746268024803,0.7298940299749164,-0.5609420741586133,1.0988599417327176,0.3088010258234649,1.0785916473340955,-0.09720569034025067,2373,1256,56275,39639
archivist,0.29648515222130273,-0.2607351278016764,-0.5683283479618436,-0.8362634986288775,0.5289738462421467,-1.4801514967467402,0.3542633374611554,-0.5689083604088978,-0.7017513389818122,-1.780087991504439,0.24364841819770539,-2.191619530882215,0.4740801240022693,-1.6520244558721315,0.3977436202994172,-1.864162288677023,-0.33214093798655875,-1.727461692671224,0.4720689038710397,-1.576482405638037,71,13,3591,1628
aristocrat,0.6777190807520332,-0.024670915589715313,-0.051816823379316805,-0.09191604141718568,0.6176063773927976,0.004438933786081713,0.12212261084354775,-0.4113179501250689,-0.10853947414450961,0.4254386572113508,0.13254173925389978,0.4189777051957677,1.0070638816409356,0.10550089233180752,1.0742683313213928,-0.14662743923879515,0.826556728393381,-0.0028733424828114133,0.6428313471420172,0.4669198861571757,138,191,2937,4228
artificer,0.906442315743955,-0.8866844268364488,1.087575811743216,-0.8759890852847211,-0.003967241343756825,-0.9109982375591487,1.5244151718835284,-1.094746159776847,0.8024820478324197,-0.17665463103625537,-0.47557196114824174,-1.1252166490876725,0.6521069139858242,-1.367873323258778,0.7476815711299839,-1.0993566225513067,0.6657000841165703,-0.671742413202961,0.4617940096057618,-1.6237202320610562,12,7,1139,313
artist,-0.03008395699694982,-1.6699698170231554,-0.6251422048555995,-1.0171312436812951,0.5707614810852509,-1.242398126237582,0.48331959827632687,-0.7726739856414184,-0.9935047270844104,-0.49714013895720355,0.9681956090242165,-0.7704215213582777,0.8910513900555663,0.22686026098915252,0.8702968871201464,0.1591040597528023,1.279817242806638,0.8599273876038257,0.8886287436906736,1.0707517913523532,9094,7385,229336,212484
ascetic,-1.1992321780345565,0.5794923801885348,-1.7847552691930257,0.9523875319232191,-1.1420062930690142,0.051072590026805684,-0.9114536752225927,0.6032480195851795,-1.6699178298140764,0.9093074874040867,-0.628684438133311,1.0499197372582434,0.6067583730667331,0.5556326336597918,0.5672627789417948,0.4510863890864957,-0.3241453924498709,0.7418078415821892,-0.019125099879397624,1.34485843313099,142,50,3489,753
aspirant,-0.016213565789405776,-0.566584439225738,-0.5550349269542145,-0.4727530515346162,0.7177669449608493,-0.03750912653996493,0.528511937365482,-0.9769855571921717,-0.28314665505041314,0.2822415173274867,-0.5604997242152316,0.8909376292723696,0.1283181629661993,1.344973049765073,0.7307118019073344,1.2094108626911553,0.22990894151974312,0.8766782968378559,0.004844904080733167,0.7506982245006696,29,15,1909,1896
assignee,0.12306751991259056,0.48380539856905513,-0.29828048285110514,-0.753722192627037,-0.16826515133208636,-0.5239679385743362,-0.2150380749973991,-0.25181476284622206,-0.6703605535167558,-0.8695942835778214,0.09738873443055823,-0.9577321593114662,-0.18710046029650976,-1.185084989904073,-0.2892145779739482,-1.1585530325644104,-0.9292183763351659,-0.8698715140879361,-0.8663603092185177,-0.8212098312753134,10,5,421,164
assistant,-1.0112590346613477,0.10875765668600798,-0.05926673157668433,-0.2138237459186624,-0.7916926040457444,-0.36616510914040984,0.09618998593280292,1.1439000402343724,-0.3720848208137486,-0.3513185552774679,-0.16799505744659674,-0.1824211004835826,-0.4637887104596953,-0.4992284320853504,-0.6285430953792205,-0.2827978610813375,0.018567029915044525,0.09059259808227257,0.16073579012599387,0.1456608867599806,5266,498,282156,21877
associate,-1.1578195619309744,-0.13189361428594332,0.18955559597014376,1.6569995016096537,-0.5654661170143627,-0.10184523625507752,-0.26293217960645626,2.1930787273900116,-0.6842108083219041,1.019663884167109,-0.12050586142407703,1.5411358341479606,-0.05528436588530694,-0.11815079529277138,0.07411320379614444,-0.32188475452074394,-0.33742019646846616,-0.2888091428496609,-0.34240256646115264,0.34011036785787013,1675,1268,161000,55860
asthmatic,-1.172277148059923,0.3100504554475862,-1.2163072419386503,-0.816436681955287,-0.833847116587004,1.5739643792750184,-0.17088565588843857,-1.7984899497295248,-0.41839494314462977,-0.4913921034261745,-0.6028589018914627,-1.4391915206670642,-0.15372179008525186,0.048541082930806966,-0.3003159094839595,0.5713133110704529,-0.3046377467054885,0.08978012606490643,-0.8425099638364445,-0.14850400414183412,33,5,1366,306
astronaut,0.9944854503159588,0.3507904122527855,-0.2908925882440285,-0.21864663735640424,-0.2602507858940587,-0.4473463818854319,-0.8390069562946922,0.20947083303560687,-0.448097635100668,0.04785970137939693,-0.8839335070075659,-0.23041125589208672,0.5437938143237926,1.0918758003350642,0.8167667837585818,1.1316098292150698,0.3158574269711007,0.9562724123442572,0.15493554335121068,0.9993658185525158,433,438,28563,39886
athlete,1.3855619538972006,0.40817492541738937,0.04747346747401751,0.9473336572947796,1.0009783983083125,0.3698565959128851,1.241104897776407,0.6805129786313024,0.745787543367785,0.0881707663513666,2.1741486815511797,0.8820509935665919,0.6563872187336329,1.3709811046085476,0.8910128484698047,1.4520258869321245,0.8218987920199652,1.307038440285757,0.9359840134251411,2.0163710759067497,1335,2410,58866,116006
