Noun,Simple_s,Simple_p,SentComp_s,SentComp_p,ObjRelClauseThat_s,ObjRelClauseThat_p,ObjRelClauseNoThat_s,ObjRelClauseNoThat_p
nestling,-1.8567537928070088,1.88163309855063,-1.9351853433564308,2.473764071317502,-0.8711826398398975,1.6956248397409452,-1.6631867414023842,2.27293965425715
novice,1.064645795005129,-0.6695317908865074,0.8138509916213663,-0.4417023520837629,-0.5101925547552846,0.6876300939629975,-0.5451549993957737,-0.005827801311272085
objector,0.45125643163850876,0.8507386368146329,0.5401131336446441,0.6936857720017884,0.7569538989960192,1.4866913808246707,0.763933981015029,0.8273180286099371
observer,0.20911741567410094,0.04830584446898897,-0.057603742496605555,-0.3933203868272339,-0.4578461389192394,-1.1134287168128407,-0.3581346293124993,-0.9063497017916173
occult,-2.544827477842954,-0.8271636206795766,-2.532007500550569,-0.5391150723180818,-1.5692217483151385,-0.17755704214977233,-1.9566939487713897,-0.13779890935943293
occultist,0.5832524189977033,-0.8889811931500877,0.9136901555580205,-1.0403798843147511,1.6823628255576037,-0.22284740556847324,1.4050462873573513,-0.6444780863882882
oddball,0.43604040347786016,-0.7925203951207608,0.45330088147821607,-0.7768093917738801,1.0359449380313759,-2.0040229236908287,1.0702990183119727,-1.448544955831061
offender,1.097015169016036,0.039436878551947836,1.2856538325414126,0.3618173625614366,-0.6499717657873083,-0.45770276443473124,-0.4440872177510048,-1.0550982041911388
official,-0.16220538547476415,-1.8296703096399456,-0.030545923065034064,-2.3211842856458715,-0.3369094443640349,-0.5336437691826471,0.20696605941582374,-0.8210296197823352
offspring,-3.329284383737956,1.0124145265192592,-3.056301025976791,1.005116803835938,-2.665107100882425,1.2708469176773414,-2.7518829874801325,1.269303429232762
oiler,-0.192151834141619,-1.1042778507061097,-0.003648966875714442,-1.2422049089766523,1.250957968381113,-2.4419215144286346,1.1653300998034921,-2.2007058108983877
opener,-0.20480161828931706,-0.7204507274280516,-0.21156152042826243,-0.4643886836941518,-0.7717710263973936,-0.13164647560493406,-0.5097194560312511,-0.16164820065381855
operator,0.4076417271730882,-0.6225963128798725,0.6948814491815043,-0.7621512864926618,0.7568849820651661,-1.0527801884788464,1.0002014251839444,-1.0304557582482716
opponent,0.17540552544923438,0.3734074178891259,0.7695353507790488,-0.18284873747248145,0.13685696169623957,0.4410579702379069,0.30739962113485814,0.2514237728386196
opposite,-1.581898741063477,0.24744254799198692,-1.3816237690706972,0.16635915830446768,-1.473404706180729,0.5811649059391033,-1.569152461731258,0.22588847258845346
opposition,-3.1587632352622665,0.5157131979263145,-2.8484325685828242,0.54075475477864,-1.846901381095393,1.1058387205181424,-2.0495544492397917,0.740681699110822
organism,-2.083838501961971,2.278967776273484,-2.2371009536963378,2.548860711184063,-1.0201068008382883,-1.0137606348155772,-1.323213496307804,-1.154335920841112
originator,0.4513740466314672,-0.8032528897261166,0.2590079119512214,-0.20101211871486357,0.7126541267722384,0.6011875279001817,0.3675303689947869,-0.21927856958711434
orphan,-0.16703210420759268,1.2452759017784447,-0.17569380868274861,1.1037767927380329,-1.1100272832349738,-1.0108670010519454,-0.8490215172200042,-0.6061215960762011
outdoorsman,0.7727771736624812,-0.6320972847330397,0.8141504101553431,-0.11675773022583068,2.3534166902821676,0.5292070278801939,1.6853808359494278,0.18033383617269516
outsider,0.6821322734881282,-0.09045429455828889,0.8772793815763221,-0.5215376027908217,-0.3108025436724902,-1.0516361970897186,-0.354101661392017,0.10884154508490201
owner,0.6434502274343531,-1.309581787218832,0.7695493299096745,-0.9286605768775267,0.4546112271773336,-0.23989985459685997,0.8293519645434446,-0.1493047301976807
pagan,-0.7895003716292954,-0.1295542102693853,-1.1076105825537625,0.30878576675351466,-1.2855137410732298,0.5150364796307038,-1.5169502986271635,0.5667426604366099
pal,0.19239047271131524,-2.5161932705758137,0.10645836436166886,-2.1870756749466356,-0.8606075224890144,-1.2249287983899682,-0.6536494531097339,-1.353456491422187
pansy,-0.6892398755086782,0.6620638597531006,-0.6567153571160578,0.8785249630666805,0.3535804648096843,0.9956807396462701,0.25194910694448336,1.1976440401250352
parasite,-1.3333080117276508,-0.5098155704522905,-1.5967204428183972,0.4514638584088602,-0.6551975281312186,-1.631093915758107,-1.0644770319355406,-1.555223908051956
parent,-0.4157794559038438,1.1416020164294336,-0.16920548851561518,1.1412434164944236,-0.7255685395596619,0.26734978782097657,-0.4021462464898823,1.3694541023781666
parliamentarian,0.672354019161361,-0.477809036465898,1.072558805320707,-0.4504256543394157,1.320913786549948,0.13127117511251424,0.5298937809501925,-0.4533153257350442
parrot,-0.46900927699736117,-0.08056322780069361,-0.564554530823164,0.23670137635673735,-0.6694148849543744,0.34924792969970486,-0.83985043860229,0.3263435406568103
participant,-0.37220769810230286,1.863911827371549,-0.15754559237311402,1.8127238301189612,-0.7648079257821844,2.1923997959619657,-0.8676200729759581,1.7029798017637896
partisan,-0.7934144378913472,-0.593080451949341,-0.6827337930586721,-0.19957441804223922,-1.3121300828826408,-1.2418580564043542,-1.1157676661165095,-0.8900228580643523
